sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
30,4.527,B,2,9.204820,-29.585983,7.970472,-28.263153,0.540180,-0.092549,-0.4198,0.052160,-0.4364,0.052405,8.786071,-27.608938,-0.4479,1.045562,2.020905,-0.815599,-0.654215,0.418749,-1.977045
31,4.680,B,2,9.274696,-28.432903,8.283161,-28.550976,0.596299,-0.189608,-0.1634,0.046098,-0.1625,0.045090,9.023469,-27.659545,-0.1729,1.158751,0.813141,-0.740308,-0.891431,0.251227,-0.773358
32,4.843,B,2,10.825839,-28.620208,8.547268,-28.544292,0.618237,-0.158910,0.0887,0.042664,0.0915,0.042292,9.260509,-27.710968,0.0816,1.096878,1.810242,-0.713241,-0.833324,1.565330,-0.909239
33,5.015,B,2,8.971901,-29.573808,9.077398,-28.574361,0.735081,-0.143929,0.3332,0.041912,0.3387,0.041452,9.498462,-27.760131,0.3288,0.916660,1.888568,-0.421064,-0.814230,-0.526561,-1.813676
34,5.199,B,2,9.323167,-29.007617,9.126885,-28.792329,0.658488,-0.204804,0.5697,0.043892,0.5882,0.042235,9.739675,-27.805114,0.5782,1.161940,1.272593,-0.612790,-0.987215,-0.416508,-1.202503
35,5.379,B,2,11.315449,-28.691149,9.230260,-28.854915,0.609679,-0.200367,0.8172,0.043372,0.8381,0.042420,9.986435,-27.846684,0.8282,1.260290,1.574611,-0.756175,-1.008231,1.329014,-0.844466
36,5.562,B,2,10.339393,-28.501820,9.709243,-28.839772,0.696580,-0.167519,1.0663,0.040586,1.0762,0.039933,10.239744,-27.887576,1.0671,1.090004,0.622275,-0.530501,-0.952196,0.099648,-0.614244
37,5.732,B,2,10.885212,-29.159704,9.902460,-28.786783,0.672161,-0.128108,1.2926,0.036997,1.2915,0.035858,10.498891,-27.930324,1.2834,1.043672,1.288650,-0.596431,-0.856459,0.386322,-1.229380
38,5.885,B,2,11.292019,-28.562042,10.162683,-28.871438,0.672491,-0.140088,1.4872,0.033480,1.4843,0.032907,10.761882,-27.975179,1.4769,1.078110,0.790857,-0.599199,-0.896260,0.530138,-0.586864
39,6.062,B,2,11.791959,-28.982088,10.450523,-28.821803,0.680429,-0.106771,1.6754,0.031016,1.6658,0.030426,11.026428,-28.019887,1.6585,0.987286,1.229580,-0.575905,-0.801915,0.765531,-0.962201
40,6.243,B,2,11.221231,-28.010121,10.779641,-28.861297,0.699083,-0.106956,1.8588,0.032290,1.8488,0.032784,11.290818,-28.061634,1.8413,0.949085,0.086579,-0.511177,-0.799663,-0.069587,0.051513
41,6.424,B,2,11.306905,-29.349665,10.933228,-28.702938,0.659447,-0.044802,2.0616,0.033100,2.0385,0.032511,11.554509,-28.099239,2.0308,0.866281,1.274705,-0.621281,-0.603699,-0.247603,-1.250426
42,6.628,B,2,11.625350,-28.341519,11.056746,-28.829418,0.630571,-0.081171,2.2016,0.032705,2.2291,0.030300,11.818502,-28.134034,2.2217,1.031422,0.283474,-0.761756,-0.695384,-0.193152,-0.207485
43,6.798,B,2,12.526347,-28.758390,11.235889,-28.740789,0.591870,-0.043373,2.4200,0.029642,2.4081,0.028033,12.085025,-28.168758,2.4013,1.023842,0.736499,-0.849137,-0.572031,0.441322,-0.589632
44,6.982,B,2,12.818826,-28.879325,11.541401,-28.745692,0.609112,-0.041784,2.5767,0.026412,2.5664,0.024779,12.356358,-28.205289,2.5605,0.977850,0.817435,-0.814958,-0.540403,0.462468,-0.674036
45,7.125,B,2,13.244105,-28.409716,11.845067,-28.772482,0.622509,-0.047107,2.7154,0.024216,2.7071,0.024348,12.633680,-28.243189,2.7017,0.949769,0.632732,-0.788613,-0.529293,0.610425,-0.166527
46,7.290,B,2,13.488421,-28.836139,12.172463,-28.704562,0.640973,-0.024646,2.8602,0.024520,2.8438,0.023743,12.916579,-28.280068,2.8382,0.856682,0.797633,-0.744117,-0.424494,0.571842,-0.556071
47,7.450,B,2,13.522802,-28.318886,12.471540,-28.728763,0.664401,-0.032410,2.9705,0.024661,2.9894,0.024932,13.203320,-28.313507,2.9834,0.841391,0.319527,-0.731780,-0.415256,0.319482,-0.005379
48,7.597,B,2,13.416029,-29.824440,12.744481,-28.650340,0.645500,-0.008455,3.1603,0.026885,3.1457,0.027657,13.491674,-28.343020,3.1394,0.807924,1.483350,-0.747192,-0.307320,-0.075644,-1.481420
49,7.757,B,2,14.073149,-29.102701,12.921082,-28.869311,0.629303,-0.072771,3.2666,0.027387,3.3030,0.027566,13.779833,-28.370372,3.2969,0.993173,0.788886,-0.858750,-0.498939,0.293316,-0.732329
50,7.921,B,2,13.406085,-30.506092,13.208324,-28.917291,0.616923,-0.079211,3.4394,0.024417,3.4482,0.024103,14.067143,-28.398142,3.4428,1.003537,2.209175,-0.858819,-0.519149,-0.661058,-2.107951
51,8.105,B,2,14.056221,-29.385488,13.293647,-29.218274,0.575726,-0.157364,3.5195,0.022416,3.5752,0.021466,14.354450,-28.427665,3.5704,1.323014,1.003177,-1.060803,-0.790608,-0.298229,-0.957823
52,8.274,B,2,15.450869,-29.469786,13.490179,-29.260677,0.559193,-0.152698,3.6351,0.020150,3.6894,0.019950,14.643677,-28.457960,3.6849,1.405315,1.294353,-1.153497,-0.802717,0.807193,-1.011825
53,8.445,B,2,14.861520,-29.646145,13.908466,-29.310311,0.605624,-0.153729,3.7531,0.020339,3.8050,0.021548,14.936828,-28.486566,3.8001,1.317605,1.162022,-1.028362,-0.823745,-0.075308,-1.159579
54,8.598,B,2,14.858534,-29.743011,14.154623,-29.385616,0.582945,-0.155484,3.9078,0.022730,3.9331,0.023567,15.235085,-28.511507,3.9277,1.389772,1.287786,-1.080462,-0.874109,-0.376551,-1.231504
55,8.766,B,2,15.764234,-28.769207,14.343144,-29.463406,0.560867,-0.160197,4.0462,0.024575,4.0731,0.025626,15.538363,-28.532832,4.0674,1.514767,0.326941,-1.195220,-0.930574,0.225870,-0.236375
56,8.917,B,2,15.471620,-29.588537,14.663107,-29.345181,0.578828,-0.114685,4.2019,0.023727,4.2135,0.022701,15.845376,-28.552520,4.2081,1.423402,1.101374,-1.182269,-0.792662,-0.373756,-1.036018
57,9.084,B,2,16.605391,-29.420296,14.858416,-29.395790,0.573410,-0.120316,4.3070,0.022922,4.3424,0.021066,16.154144,-28.572850,4.3375,1.534973,0.960098,-1.295728,-0.822940,0.451247,-0.847446
58,9.275,B,2,15.859093,-30.022211,15.247509,-29.408580,0.592343,-0.112978,4.4512,0.019372,4.4566,0.019992,16.462794,-28.594634,4.4523,1.462677,1.549978,-1.215285,-0.813946,-0.603701,-1.427577
59,9.465,B,2,16.556050,-29.646440,15.418724,-29.528917,0.562870,-0.133491,4.5517,0.018816,4.5638,0.019169,16.770398,-28.616640,4.5595,1.630728,1.051872,-1.351674,-0.912277,-0.214348,-1.029800
60,9.666,B,2,17.927525,-29.730981,15.684767,-29.559102,0.562650,-0.129927,4.6669,0.020037,4.6758,0.020293,17.077423,-28.636643,4.6711,1.670456,1.385730,-1.392656,-0.922459,0.850102,-1.094338
61,9.825,B,2,17.071024,-28.750028,16.155309,-29.598785,0.614316,-0.132996,4.7944,0.021721,4.8000,0.022954,17.385461,-28.653218,4.7948,1.551570,0.329003,-1.230151,-0.945567,-0.314437,-0.096810
62,9.980,B,2,17.749827,-29.400581,16.384684,-29.449246,0.601318,-0.083326,4.9460,0.023646,4.9335,0.024020,17.696476,-28.666813,4.9282,1.527416,0.735705,-1.311792,-0.782433,0.053350,-0.733768
63,10.131,B,2,18.566298,-29.930640,16.695469,-29.443079,0.607683,-0.077787,5.0812,0.022965,5.0657,0.023806,18.011945,-28.679314,5.0605,1.521987,1.368621,-1.316476,-0.763764,0.554353,-1.251325
64,10.278,B,2,18.398524,-29.042716,17.100009,-29.535300,0.634762,-0.099715,5.1966,0.020406,5.1872,0.020103,18.332148,-28.692467,5.1826,1.492827,0.356483,-1.232139,-0.842833,0.066375,-0.350249
65,10.435,B,2,18.479988,-29.630235,17.401325,-29.448186,0.635807,-0.072034,5.3148,0.018534,5.2986,0.016951,18.655968,-28.706465,5.2942,1.457491,0.940383,-1.254643,-0.741721,-0.175980,-0.923770
66,10.615,B,2,19.468366,-29.379438,17.661837,-29.482903,0.623836,-0.077556,5.4195,0.018839,5.4086,0.019639,18.981338,-28.719890,5.4041,1.524228,0.819878,-1.319501,-0.763013,0.487028,-0.659548
67,10.794,B,2,19.487402,-28.687075,18.055264,-29.465410,0.647327,-0.072266,5.5370,0.020399,5.5267,0.021036,19.306210,-28.730933,5.5218,1.450628,0.186424,-1.250946,-0.734477,0.181192,0.043858
68,10.962,B,2,18.997805,-30.744675,18.381595,-29.322721,0.653729,-0.035304,5.6771,0.022240,5.6555,0.023589,19.629589,-28.738900,5.6501,1.377801,2.102923,-1.247994,-0.583822,-0.631783,-2.005776
69,11.133,B,2,20.613476,-29.287896,18.557995,-29.581637,0.613323,-0.099190,5.9777,0.088861,6.0227,0.148678,19.949745,-28.747344,5.9885,1.622656,0.856000,-1.391750,-0.834292,0.663731,-0.540552
70,11.284,B,2,20.097223,-29.458943,18.995706,-29.530345,0.648952,-0.084728,6.6527,0.080125,6.6478,0.031074,20.257665,-28.758330,6.6409,1.479374,0.718749,-1.261959,-0.772016,-0.160442,-0.700613
71,11.456,B,2,21.169285,-29.625306,19.261136,-29.518024,0.636751,-0.078022,6.5239,-0.027479,6.5044,0.008894,20.570051,-28.766920,6.5025,1.509111,1.046856,-1.308915,-0.751104,0.599234,-0.858386
72,11.632,B,2,21.113350,-29.055361,19.673449,-29.537820,0.661146,-0.083746,7.1135,0.139272,7.1485,0.160547,20.873250,-28.783282,7.1116,1.417339,0.362870,-1.199801,-0.754538,0.240100,-0.272078
73,11.802,B,2,21.745504,-29.567906,20.001904,-29.448818,0.664529,-0.060571,7.6111,0.048602,7.5793,0.010261,21.178898,-28.797228,7.5765,1.345320,0.956550,-1.176994,-0.651590,0.566606,-0.770678
74,11.971,B,2,21.743523,-28.903765,20.386011,-29.467562,0.678221,-0.068361,8.1576,0.136250,8.1896,0.169288,21.484035,-28.810052,8.1505,1.279834,0.275891,-1.098024,-0.657509,0.259488,-0.093712
75,12.162,B,2,22.667354,-29.581671,20.686667,-29.361931,0.690286,-0.044266,8.7779,0.117237,8.8794,0.103519,21.786219,-28.822182,8.8553,1.224885,1.163281,-1.099552,-0.539749,0.881136,-0.759489
76,12.351,B,2,22.107446,-29.422814,21.111766,-29.395724,0.712108,-0.060590,9.5229,0.146548,9.7216,0.154344,22.082059,-28.835122,9.6863,1.120599,0.588240,-0.970293,-0.560601,0.025387,-0.587692
77,12.526,B,2,23.193163,-29.593506,21.372314,-29.393544,0.674517,-0.060518,10.5611,0.159820,10.5825,0.154497,22.369998,-28.850367,10.5470,1.135964,1.108989,-0.997684,-0.543178,0.823165,-0.743139
78,12.697,B,2,23.081462,-29.515384,21.770545,-29.423100,0.688796,-0.074331,11.4947,0.166791,11.5192,0.169541,22.648902,-28.869407,11.4802,1.038311,0.777429,-0.878358,-0.553694,0.432560,-0.645978
79,12.865,B,2,23.131289,-30.071352,22.076874,-29.432991,0.679645,-0.079608,12.3114,0.108191,12.3224,0.066578,22.922791,-28.890296,12.3072,1.005034,1.199319,-0.845917,-0.542695,0.208498,-1.181056
80,13.051,B,2,23.028411,-30.036988,22.321934,-29.543728,0.669554,-0.109317,12.7004,0.107717,12.9280,0.184346,23.196607,-28.907954,12.8853,1.081323,1.141493,-0.874673,-0.635773,-0.168196,-1.129033
81,13.242,B,2,23.581896,-29.830238,22.526108,-29.628445,0.619752,-0.123490,14.2723,0.247441,14.3222,0.210868,23.475265,-28.925938,14.2739,1.180854,0.910565,-0.949157,-0.702508,0.106631,-0.904300
82,13.453,B,2,23.744479,-29.697821,22.767286,-29.662099,0.616893,-0.131321,14.9328,0.122411,14.9945,0.067534,23.758718,-28.934207,14.9788,1.229945,0.763747,-0.991432,-0.727892,-0.014239,-0.763614
83,13.636,B,2,23.810242,-29.159744,23.002775,-29.665221,0.600294,-0.128747,15.6208,0.158292,15.9203,0.245838,24.046285,-28.943167,15.8639,1.268966,0.320347,-1.043510,-0.722054,-0.236044,-0.216577
84,13.824,B,2,23.610709,-29.601218,23.217746,-29.567657,0.570502,-0.099479,16.8156,0.117486,16.7833,0.063459,24.336030,-28.951854,16.7685,1.276625,0.973531,-1.118284,-0.615802,-0.725321,-0.649363
85,13.997,B,2,24.135725,-29.864168,23.346923,-29.566420,0.532214,-0.095116,17.6092,0.165769,17.5836,0.186565,24.625465,-28.959792,17.5408,1.415157,1.028466,-1.278542,-0.606629,-0.489740,-0.904376
86,14.176,B,2,24.920612,-29.514484,23.544771,-29.613388,0.511937,-0.106852,18.3512,0.115598,18.2960,0.135991,24.912668,-28.965873,18.2653,1.513413,0.548669,-1.367897,-0.647515,0.007944,-0.548611
87,14.338,B,2,25.846977,-28.934999,23.844195,-29.589064,0.523023,-0.107337,19.1000,0.129779,19.0590,0.106158,25.197870,-28.969853,19.0347,1.488577,0.650041,-1.353676,-0.619211,0.649106,0.034853
88,14.517,B,2,25.751045,-28.844694,24.246836,-29.464392,0.576746,-0.093891,19.6435,0.123441,19.7679,0.122314,25.482475,-28.969724,19.7399,1.330977,0.296247,-1.235639,-0.494668,0.268570,0.125030
89,14.690,B,2,25.716900,-29.156672,24.584198,-29.338784,0.581196,-0.074879,20.4800,0.118756,20.4526,0.116641,25.769202,-28.966600,20.4258,1.242077,0.197136,-1.185004,-0.372184,-0.052302,-0.190071
90,14.870,B,2,25.645566,-29.147111,24.845386,-29.292149,0.574879,-0.074088,21.1371,0.112809,21.1055,0.111420,26.060530,-28.961234,21.0800,1.259396,0.454692,-1.215144,-0.330914,-0.414964,-0.185877
91,15.061,B,2,26.782483,-28.882231,25.045249,-29.251928,0.554790,-0.071275,21.7606,0.107498,21.7265,0.105334,26.357420,-28.953814,21.7022,1.345609,0.431049,-1.312171,-0.298114,0.425063,0.071582
92,15.245,B,2,26.144424,-29.507936,25.413874,-29.170340,0.578416,-0.072485,22.3535,0.102455,22.3212,0.102152,26.658634,-28.943687,22.2979,1.265226,0.763406,-1.244760,-0.226652,-0.514210,-0.564248
93,15.414,B,2,25.946247,-29.792734,25.590167,-29.219452,0.559454,-0.091477,22.8091,0.100729,22.8969,0.098571,26.961328,-28.930043,22.8741,1.401371,1.332151,-1.371162,-0.289410,-1.015082,-0.862691
94,15.582,B,2,27.349976,-28.989193,25.716208,-29.308978,0.501434,-0.109685,23.4707,0.097176,23.4570,0.095857,27.262650,-28.912749,23.4349,1.596396,0.116058,-1.546442,-0.396229,0.087326,-0.076444
95,15.743,B,2,26.990917,-28.826077,26.062459,-29.240466,0.524865,-0.110474,24.0124,0.093315,24.0002,0.091693,27.561364,-28.892689,23.9788,1.538722,0.574322,-1.498905,-0.347777,-0.570446,0.066612
96,15.921,B,2,27.401628,-28.874528,26.282007,-29.153602,0.518632,-0.097281,24.5402,0.090582,24.5218,0.089152,27.858153,-28.871258,24.5014,1.601235,0.456537,-1.576145,-0.282344,-0.456525,-0.003271
97,16.104,B,2,28.579505,-29.553999,26.524881,-29.092745,0.529211,-0.096279,24.9427,0.086501,25.0178,0.086125,28.154856,-28.849377,24.9985,1.648044,0.822691,-1.629975,-0.243369,0.424649,-0.704623
98,16.275,B,2,28.274408,-29.814926,26.957234,-29.161124,0.543793,-0.137268,25.5014,0.081510,25.4885,0.080661,28.453554,-28.826557,25.4701,1.533267,1.004473,-1.496320,-0.334567,-0.179146,-0.988369
99,16.448,B,2,28.535614,-29.758259,27.250440,-29.269343,0.533598,-0.172319,25.9385,0.077833,25.9394,0.077212,28.755680,-28.800855,25.9216,1.576461,0.982370,-1.505240,-0.468487,-0.220066,-0.957403
100,16.618,B,2,29.718134,-30.053213,27.538277,-29.350551,0.525433,-0.197259,26.3674,0.076115,26.3786,0.076014,29.061420,-28.770191,26.3612,1.629964,1.441325,-1.523143,-0.580361,0.656713,-1.283022
101,16.796,B,2,29.386772,-29.195617,27.989640,-29.472668,0.549586,-0.244312,26.7830,0.074450,26.8101,0.075484,29.369773,-28.733893,26.7930,1.565426,0.462037,-1.380134,-0.738775,0.016999,-0.461724
102,16.970,B,2,29.244432,-28.579536,28.302083,-29.418800,0.557158,-0.234705,27.2096,0.072886,27.2315,0.072626,29.679167,-28.693259,27.2149,1.556525,0.449363,-1.377084,-0.725540,-0.434734,0.113723
103,17.137,B,2,30.463682,-29.405573,28.531703,-29.260871,0.556079,-0.196087,27.6322,0.069929,27.6368,0.069473,29.988243,-28.650726,27.6210,1.579172,0.892096,-1.456540,-0.610145,0.475439,-0.754847
104,17.307,B,2,30.496832,-28.745598,28.940167,-29.278630,0.576013,-0.218617,28.0131,0.065979,28.0216,0.066117,30.296291,-28.608189,28.0066,1.512800,0.243100,-1.356124,-0.670441,0.200541,-0.137409
105,17.493,B,2,30.671387,-28.862520,29.282737,-29.173457,0.591682,-0.205969,28.3904,0.063381,28.3862,0.061210,30.603140,-28.565904,28.3719,1.453474,0.304366,-1.320403,-0.607553,0.068247,-0.296616
106,17.653,B,2,31.002847,-28.369057,29.595354,-29.106690,0.594961,-0.200558,28.7439,0.060128,28.7354,0.061577,30.909076,-28.522500,28.7216,1.437756,0.179827,-1.313722,-0.584190,0.093771,0.153443
107,17.822,B,2,31.257008,-29.374480,29.911223,-28.961126,0.606795,-0.179909,29.0955,0.058995,29.0757,0.057463,31.215032,-28.475815,29.0622,1.391202,0.899645,-1.303809,-0.485311,0.041976,-0.898665
108,17.989,B,2,31.470895,-29.074184,30.216027,-29.022928,0.592476,-0.205089,29.4179,0.058132,29.4110,0.057239,31.522512,-28.424237,29.3977,1.437127,0.651994,-1.306485,-0.598692,-0.051618,-0.649947
109,18.158,B,2,31.078581,-28.269200,30.504093,-29.021144,0.582928,-0.212380,29.7438,0.057143,29.7396,0.056679,31.832902,-28.367672,29.7266,1.480796,0.760721,-1.328809,-0.653472,-0.754321,0.098472
110,18.321,B,2,32.207217,-28.230758,30.667431,-28.873674,0.564172,-0.174701,30.0747,0.054837,30.0558,0.055318,32.146654,-28.307409,30.0434,1.583905,0.097690,-1.479223,-0.566265,0.060563,0.076651
111,18.486,B,2,32.670810,-28.882757,31.003394,-28.743533,0.582048,-0.164806,29.9866,-0.057814,29.9259,-0.087938,32.457293,-28.243640,29.9460,1.537438,0.673840,-1.453899,-0.499892,0.213517,-0.639117
112,18.658,B,2,32.323906,-27.966162,31.363857,-28.754593,0.586854,-0.188753,29.9299,0.029445,29.9447,0.081103,32.761088,-28.185706,29.9259,1.508604,0.489211,-1.397231,-0.568887,-0.437182,0.219544
113,18.823,B,2,32.911691,-28.517274,31.596701,-28.597979,0.583421,-0.160656,30.4771,0.068778,30.4598,0.010363,33.062403,-28.129657,30.4569,1.538704,0.415886,-1.465702,-0.468322,-0.150712,-0.387617
114,18.978,B,2,33.807486,-29.165017,31.892678,-28.568146,0.578955,-0.169794,30.1313,-0.073922,30.0903,-0.049911,33.348572,-28.071118,30.1013,1.538397,1.186262,-1.455894,-0.497027,0.458914,-1.093899
115,19.169,B,2,33.891836,-28.171208,32.298197,-28.663072,0.583167,-0.216591,30.2281,0.043275,30.2340,0.026255,33.634776,-28.013064,30.2278,1.486255,0.301811,-1.336579,-0.650008,0.257061,-0.158144
116,19.336,B,2,34.227533,-28.228169,32.647621,-28.563183,0.597803,-0.211116,29.8996,-0.083002,29.8812,-0.078498,33.913458,-27.951997,29.8989,1.405664,0.418227,-1.265837,-0.611186,0.314075,-0.276172
117,19.496,B,2,33.245907,-29.147425,32.995626,-28.491091,0.607124,-0.211943,29.7088,-0.030464,29.6996,-0.066324,34.192470,-27.890112,29.7149,1.339258,1.573790,-1.196844,-0.600979,-0.946562,-1.257313
118,19.662,B,2,34.664870,-28.435152,33.102059,-28.599795,0.544195,-0.221659,29.2746,-0.069173,29.2815,-0.048049,34.467925,-27.827007,29.2923,1.569328,0.639241,-1.365866,-0.772789,0.196945,-0.608146
119,19.815,B,2,35.417181,-28.451215,33.430875,-28.564428,0.565658,-0.232219,28.9208,-0.085408,28.8301,-0.089243,34.740500,-27.763989,28.8506,1.534868,0.964456,-1.309625,-0.800439,0.676680,-0.687226
120,19.974,B,2,35.047099,-28.412524,33.859978,-28.536534,0.578791,-0.244015,28.2863,-0.096550,28.2859,-0.102208,35.007045,-27.701001,28.3090,1.419112,0.712649,-1.147067,-0.835533,0.040054,-0.711523
