sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
1,0.000,A,1,2.124773,6.772811,1.992150,6.841687,0.251984,-0.003928,-2.5159,0.000069,-2.5108,-0.000524,2.217127,6.859806,-2.5108,0.225705,0.126875,-0.224976,-0.018119,-0.092354,-0.086995
2,0.181,A,1,2.873595,8.423890,2.036133,6.829956,0.233746,-0.006344,-2.5165,-0.000491,-2.5101,0.000177,2.395556,6.861646,-2.5101,0.360818,1.633746,-0.359424,-0.031689,0.478039,1.562244
3,0.356,A,1,2.768850,6.090513,2.183659,7.066490,0.245260,0.066068,-2.5059,-0.001504,-2.5222,-0.003656,2.577159,6.860421,-2.5222,0.444192,0.793413,-0.393499,0.206069,0.191692,-0.769908
4,0.518,A,1,3.001804,7.470040,2.294887,6.925980,0.249304,0.017796,-2.5460,-0.006435,-2.5497,-0.004932,2.760625,6.855390,-2.5497,0.471057,0.660275,-0.465738,0.070590,0.241180,0.614651
5,0.681,A,1,3.664696,7.586487,2.424492,7.007890,0.255489,0.041384,-2.5772,-0.006457,-2.5829,-0.004705,2.946073,6.848791,-2.5829,0.545306,1.029861,-0.521581,0.159098,0.718623,0.737696
6,0.862,A,1,2.857567,6.801385,2.634448,7.097175,0.284507,0.065241,-2.5969,-0.003379,-2.6081,-0.003223,3.134458,6.843893,-2.6081,0.560501,0.280135,-0.500010,0.253282,-0.276891,-0.042507
7,1.025,A,1,3.835349,6.117143,2.695364,7.058003,0.267566,0.046365,-2.6101,-0.000878,-2.6172,0.001181,3.326942,6.842488,-2.6172,0.667336,0.885778,-0.631578,0.215514,0.508407,-0.725345
8,1.224,A,1,3.934274,6.779349,2.891537,6.920709,0.293889,0.002646,-2.6204,0.000913,-2.6145,0.000710,3.524670,6.843431,-2.6145,0.637832,0.414587,-0.633133,0.077278,0.409604,-0.064082
9,1.419,A,1,4.532588,6.221450,3.075498,6.898544,0.311865,-0.001822,-2.6228,-0.000060,-2.6131,-0.000659,3.728348,6.843558,-2.6131,0.655161,1.016769,-0.652850,0.054986,0.804240,-0.622107
10,1.609,A,1,4.458194,6.500280,3.323071,6.795828,0.347406,-0.028638,-2.6419,-0.002350,-2.6239,-0.002858,3.937708,6.840323,-2.6239,0.616245,0.621719,-0.614636,-0.044495,0.520486,-0.340043
11,1.791,A,1,5.224431,6.415265,3.525819,6.747378,0.364606,-0.036684,-2.6638,-0.004458,-2.6468,-0.003552,4.151492,6.833698,-2.6468,0.631599,1.151645,-0.625673,-0.086320,1.072939,-0.418433
12,1.976,A,1,5.295797,6.839031,3.814334,6.692597,0.405046,-0.044445,-2.6927,-0.004476,-2.6712,-0.003047,4.368141,6.826198,-2.6712,0.569694,0.927745,-0.553807,-0.133601,0.927657,0.012832
13,2.145,A,1,5.892388,7.790260,4.074264,6.708372,0.431089,-0.030797,-2.7019,-0.002035,-2.6851,-0.001923,4.586702,6.820881,-2.6851,0.524644,1.626195,-0.512438,-0.112509,1.305686,0.969379
14,2.314,A,1,4.448371,6.739990,4.387043,6.865101,0.467588,0.023412,-2.6790,-0.000079,-2.6841,0.001403,4.807044,6.818879,-2.6841,0.422537,0.367247,-0.420001,0.046221,-0.358674,-0.078889
15,2.503,A,1,6.052319,6.510323,4.441183,6.846557,0.425614,0.015779,-2.6710,0.002360,-2.6745,-0.000420,5.029519,6.818676,-2.6745,0.588996,1.068270,-0.588336,0.027881,1.022800,-0.308353
