sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf2_x,ekf2_y,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_ekf2_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
1,0.000,B,4,0.208767,-24.217665,-0.241921,-26.066275,-0.138944,-25.735121,0.322961,0.212089,-8.2700,-0.086637,-9.6044,-0.086838,-0.295417,-25.251642,-8.7332,0.816387,0.508169,1.150352,0.053496,-0.814633,0.504184,1.033977
2,0.004,B,4,0.851131,-25.614662,0.053829,-25.955662,0.011613,-25.715256,0.736305,0.532366,-8.2700,-0.086638,-9.6044,-0.086838,-0.205406,-25.249536,-9.2313,0.752208,0.513802,1.117849,0.259234,-0.706127,1.056536,-0.365126
3,0.029,B,4,0.457024,-25.850615,0.272631,-25.861357,0.025951,-25.705351,0.747840,0.479584,-9.5525,-0.086890,-9.7007,-0.086690,-0.128072,-25.251332,-9.6237,0.729858,0.479434,0.837543,0.400703,-0.610025,0.585096,-0.599284
4,0.218,B,4,0.485641,-25.858672,0.272631,-25.861357,0.110180,-25.720650,0.679680,0.427695,-9.9878,-0.083256,-10.1648,-0.078502,-0.027624,-25.254318,-10.0929,0.677236,0.486267,0.792895,0.300254,-0.607038,0.513264,-0.604353
5,0.417,B,4,0.466845,-26.407286,0.387120,-25.835429,0.188594,-25.737443,0.661971,0.367084,-10.3176,-0.078524,-10.5923,-0.071987,0.074941,-25.254384,-10.5265,0.659598,0.496249,1.217691,0.312180,-0.581045,0.391904,-1.152902
6,0.586,B,4,1.058372,-26.092085,0.468249,-25.914293,0.251901,-25.850292,0.695953,-0.042421,-10.5267,-0.075779,-10.9837,-0.065378,0.178719,-25.250302,-10.9231,0.724369,0.604437,1.217534,0.289529,-0.663991,0.879653,-0.841783
7,0.767,B,4,-0.149021,-26.858413,0.602464,-26.022499,0.410852,-25.892355,0.868467,-0.055596,-10.8463,-0.070675,-11.3509,-0.064000,0.284554,-25.244564,-11.2931,0.840387,0.659988,1.671076,0.317910,-0.777935,-0.433575,-1.613849
8,0.943,B,4,0.974478,-25.859607,0.595297,-26.276896,0.325540,-26.067647,0.526058,-0.195107,-11.4986,-0.063957,-11.7103,-0.063152,0.418067,-25.241796,-11.7247,1.050163,0.831018,0.831435,0.177230,-1.035100,0.556411,-0.617811
9,1.110,B,4,0.902153,-24.990531,0.595297,-26.276896,0.456300,-26.034272,0.474396,-0.179348,-11.9664,-0.062332,-12.0699,-0.062613,0.513625,-25.244755,-12.0125,1.035368,0.791596,0.464311,0.081673,-1.032141,0.388528,0.254224
10,1.281,B,4,1.371781,-25.759029,0.719047,-26.013340,0.552319,-25.846212,0.352285,0.735196,-12.2476,-0.061888,-12.4224,-0.059003,0.642428,-25.253197,-12.3672,0.763995,0.599822,0.887593,0.076618,-0.760143,0.729353,-0.505832
11,1.458,B,4,0.651205,-25.664349,0.875377,-25.776992,0.717852,-25.828794,0.635713,0.762848,-12.2476,-0.061892,-12.7516,-0.054733,0.781755,-25.263582,-12.7011,0.521877,0.568813,0.421494,0.093623,-0.513410,-0.130550,-0.400767
12,1.671,B,4,1.780823,-25.649600,1.080425,-25.657341,0.722820,-25.796973,0.752656,0.666741,-13.0085,-0.052660,-13.0486,-0.049184,0.929530,-25.272367,-13.0031,0.413490,0.563862,0.931131,0.150895,-0.384974,0.851293,-0.377232
13,1.870,B,4,0.598526,-25.881152,1.159587,-25.664002,0.932726,-25.767998,0.359297,0.292401,-13.2072,-0.048846,-13.3198,-0.046083,1.082110,-25.278664,-13.2776,0.393050,0.511628,0.772558,0.077477,-0.385338,-0.483585,-0.602488
14,2.037,B,4,1.062432,-25.388159,1.159587,-25.664002,0.889774,-25.786488,0.326039,0.262747,-13.4410,-0.047375,-13.5806,-0.045613,1.235731,-25.284530,-13.5389,0.387036,0.609629,0.201919,-0.076143,-0.379472,-0.173299,-0.103628
15,2.209,B,4,0.885612,-25.549682,1.104420,-25.632415,0.936835,-25.711804,0.220049,0.435560,-13.6401,-0.046049,-13.8436,-0.046528,1.388086,-25.293059,-13.8011,0.442300,0.615609,0.564212,-0.283666,-0.339357,-0.502474,-0.256624
16,2.375,B,4,1.180899,-25.275641,1.090331,-25.480865,0.942077,-25.679019,0.084192,0.532301,-13.9694,-0.047238,-14.1125,-0.048736,1.570151,-25.309043,-14.1232,0.509657,0.728944,0.390683,-0.479820,-0.171822,-0.389252,0.033402
17,2.543,B,4,1.670548,-24.544028,1.204009,-25.250490,1.118889,-25.412842,0.204008,1.183190,-14.3225,-0.045867,-14.3785,-0.043680,1.693780,-25.322361,-14.3367,0.495017,0.581968,0.778680,-0.489772,0.071871,-0.023233,0.778333
18,2.718,B,4,2.105305,-25.281687,1.434101,-25.080879,1.135099,-25.403268,0.647711,0.932075,-14.5454,-0.044269,-14.6267,-0.040679,1.854721,-25.339669,-14.5887,0.493856,0.722426,0.257205,-0.420620,0.258790,0.250584,0.057982
19,2.923,B,4,2.055739,-26.379487,1.434101,-25.080879,1.327485,-25.372549,0.589013,0.840056,-14.7468,-0.040040,-14.8475,-0.034998,2.060871,-25.359172,-14.8558,0.685775,0.733508,1.020328,-0.626770,0.278293,-0.005132,-1.020315
20,3.138,B,4,2.569742,-25.844217,1.675834,-25.293061,1.478091,-25.548840,0.980964,-0.138592,-14.9574,-0.035854,-15.0465,-0.031891,2.243320,-25.375245,-15.0542,0.573406,0.784672,0.571390,-0.567486,0.082184,0.326422,-0.468972
21,3.313,B,4,2.420182,-25.748102,1.931182,-25.576595,1.696456,-25.600105,1.384674,-0.272591,-14.9574,-0.035854,-15.2396,-0.033499,2.394112,-25.389857,-15.2084,0.499175,0.728648,0.359193,-0.462930,-0.186739,0.026070,-0.358246
22,3.519,B,4,2.579172,-25.943731,2.359102,-25.782323,1.850253,-25.626069,1.368859,-0.326099,-15.3385,-0.032998,-15.4398,-0.035464,2.623262,-25.417179,-15.4480,0.450679,0.800736,0.528395,-0.264160,-0.365144,-0.044090,-0.526552
23,3.696,B,4,3.803475,-26.336729,2.693974,-25.950418,2.006876,-25.683963,1.969261,-0.452333,-15.6127,-0.035573,-15.6479,-0.036300,2.813352,-25.444473,-15.6563,0.519838,0.841285,1.332841,-0.119378,-0.505945,0.990123,-0.892257
24,3.862,B,4,3.535639,-25.463158,2.693974,-25.950418,2.357599,-25.804678,1.778583,-0.415231,-15.7883,-0.035985,-15.8547,-0.037526,3.001844,-25.473028,-15.8627,0.568054,0.724599,0.533885,-0.307870,-0.477390,0.533794,0.009870
25,4.036,B,4,3.668332,-26.494454,3.089131,-25.983663,2.601283,-25.746626,1.711773,0.150196,-15.8774,-0.035381,-16.0477,-0.033224,3.190638,-25.499949,-16.0550,0.494250,0.638897,1.103282,-0.101508,-0.483714,0.477694,-0.994505
26,4.226,B,4,4.601314,-26.582554,3.364675,-26.022827,2.826722,-25.885756,1.927165,-0.236550,-15.9691,-0.034741,-16.2197,-0.029622,3.382832,-25.524519,-16.2262,0.498639,0.663137,1.613734,-0.018157,-0.498308,1.218482,-1.058035
27,4.417,B,4,3.820098,-27.115636,3.718734,-26.242069,3.174879,-26.016951,2.308134,-0.362704,-16.1442,-0.032398,-16.3747,-0.027183,3.540918,-25.543916,-16.3506,0.720441,0.598119,1.596322,0.177816,-0.698153,0.279180,-1.571720
28,4.629,B,4,4.333263,-26.593493,4.000506,-26.516504,3.335086,-26.227231,2.055951,-0.895686,-16.3071,-0.029702,-16.5263,-0.027207,3.745194,-25.571012,-16.5017,0.979357,0.773829,1.179531,0.255313,-0.945492,0.588069,-1.022481
29,4.805,B,4,4.981815,-25.937894,4.151799,-26.713738,3.552518,-26.306319,1.687768,-0.571011,-16.6305,-0.027606,-16.6858,-0.028863,3.956727,-25.603931,-16.6596,1.126820,0.810391,1.078117,0.195072,-1.109806,1.025088,-0.333962
30,4.972,B,4,3.434995,-26.456829,4.413075,-26.631778,3.849288,-26.252005,1.647059,0.181129,-16.7382,-0.028323,-16.8526,-0.028404,4.174001,-25.642614,-16.8258,1.017645,0.690504,1.099580,0.239074,-0.989163,-0.739006,-0.814215
31,5.156,B,4,5.574554,-26.904124,4.568835,-26.596221,3.813796,-26.299935,1.500307,-0.055278,-16.9137,0.006865,-16.8624,0.076504,4.436488,-25.693648,-16.8434,0.912224,0.869097,1.661459,0.132347,-0.902573,1.138066,-1.210475
32,5.327,B,4,4.863684,-26.317368,4.843459,-26.623755,4.290686,-26.401555,1.239462,0.246767,-16.6435,0.051723,-16.4381,0.003131,4.601140,-25.725619,-16.4509,0.930251,0.743823,0.647377,0.242318,-0.898136,0.262543,-0.591750
33,5.489,B,4,5.099940,-26.840719,4.973098,-26.625721,4.331293,-26.412607,1.217634,0.043874,-16.5202,-0.028276,-16.8005,-0.057881,4.810508,-25.760495,-16.7371,0.880370,0.809257,1.118327,0.162589,-0.865226,0.289432,-1.080224
34,5.663,B,4,5.599949,-26.138151,4.973098,-26.625721,4.508018,-26.500743,1.100611,0.040078,-16.6595,0.058906,-16.4906,0.144807,5.008271,-25.792869,-16.6188,0.833595,0.866798,0.685057,-0.035173,-0.832852,0.591678,-0.345282
35,5.865,B,4,5.363136,-27.518306,5.168440,-26.590065,4.743412,-26.445321,1.105092,0.499630,-16.4384,0.066179,-16.1696,-0.027232,5.198975,-25.827234,-16.1558,0.763442,0.767833,1.699021,-0.030534,-0.762831,0.164162,-1.691072
36,6.047,B,4,5.614836,-27.075632,5.346005,-26.679359,4.893856,-26.648906,1.285241,-0.295636,-16.2425,0.041469,-15.9010,0.121865,5.394257,-25.864559,-16.0124,0.816228,0.930377,1.230997,-0.048252,-0.814800,0.220579,-1.211073
37,6.224,B,4,5.708906,-26.736016,5.604901,-26.952348,5.061842,-26.738068,1.098350,-0.085669,-15.5582,0.066685,-15.4126,0.053992,5.586391,-25.908966,-15.4618,1.043547,0.981102,0.836075,0.018511,-1.043382,0.122516,-0.827050
38,6.393,B,4,6.634567,-27.025257,5.848082,-26.959056,5.467974,-26.798418,1.455975,0.014146,-15.0986,0.095184,-14.8550,0.114110,5.782058,-25.956024,-14.9589,1.005203,0.899042,1.367491,0.066024,-1.003033,0.852509,-1.069233
39,6.561,B,4,5.548289,-26.716885,5.848082,-26.959056,5.510097,-26.809778,1.315882,0.026509,-14.5950,0.112490,-14.2234,0.113465,5.977282,-26.002984,-14.3314,0.964763,0.932298,0.832880,-0.129200,-0.956072,-0.428993,-0.713900
40,6.731,B,4,6.900683,-26.752304,6.003977,-26.949624,5.555130,-26.802692,0.859089,0.161608,-13.9903,0.074012,-13.8926,0.006989,6.173480,-26.047272,-13.8889,0.918134,0.976225,1.012865,-0.169503,-0.902352,0.727203,-0.705032
41,6.891,B,4,6.668336,-27.108735,6.150004,-26.885099,5.834948,-26.801610,1.241181,0.402057,-13.9903,0.074014,-13.3148,0.182652,6.368095,-26.088721,-13.4729,0.825701,0.890200,1.063284,-0.218091,-0.796378,0.300241,-1.020014
42,7.067,B,4,6.671300,-27.767663,6.416825,-26.899764,6.023881,-26.863996,1.285649,0.204178,-13.6610,0.092875,-12.2149,0.120932,6.559934,-26.133866,-12.3363,0.779154,0.905782,1.637588,-0.143109,-0.765898,0.111367,-1.633797
43,7.289,B,4,6.409470,-27.027850,6.651659,-27.224771,6.179065,-27.035145,0.970257,-0.195732,-12.0277,0.071009,-11.9556,0.052812,6.790999,-26.185144,-11.9419,1.048923,1.047361,0.925050,-0.139339,-1.039627,-0.381529,-0.842706
44,7.473,B,4,7.369544,-26.899298,6.651659,-27.224771,6.257446,-27.043076,0.878583,-0.168941,-11.7307,0.101606,-11.1840,0.166002,6.943653,-26.225291,-11.3421,1.041259,1.067545,0.797288,-0.291994,-0.999480,0.425891,-0.674007
45,7.649,B,4,7.047687,-26.888110,6.795468,-27.163983,6.494009,-27.024537,1.057763,0.167875,-11.0442,0.104503,-10.7287,0.044664,7.138775,-26.274662,-10.7646,0.953285,0.988957,0.620173,-0.343307,-0.889321,-0.091088,-0.613448
46,7.842,B,4,7.931896,-27.445882,7.214880,-27.107204,6.630193,-27.005575,1.379615,0.084829,-10.3504,0.109030,-10.1002,0.088390,7.341660,-26.323692,-10.1928,0.793703,0.985469,1.267947,-0.126780,-0.783512,0.590237,-1.122190
47,8.052,B,4,9.095173,-27.395517,7.687406,-27.217901,6.901716,-27.089939,2.112541,0.094562,-9.7127,0.091506,-9.5896,0.084186,7.598193,-26.379155,-9.5720,0.843478,0.995136,1.809403,0.089213,-0.838746,1.496980,-1.016362
48,8.235,B,4,7.704224,-27.301127,8.018730,-27.276238,7.402987,-27.177107,1.651588,0.041789,-9.2881,0.093521,-9.0205,0.089176,7.820951,-26.424886,-9.0613,0.874023,0.860540,0.883982,0.197779,-0.851352,-0.116727,-0.876241
49,8.390,B,4,8.966139,-27.446045,8.018730,-27.276238,7.446902,-27.182854,1.492508,0.051212,-8.8459,0.088220,-8.5862,0.085080,8.002507,-26.462804,-8.6631,0.813596,0.909489,1.376717,0.016223,-0.813434,0.963632,-0.983241
50,8.607,B,4,9.281459,-27.510075,8.624873,-27.393355,7.763496,-27.235314,2.101123,-0.006942,-8.2031,0.080036,-8.1268,0.076291,8.276142,-26.522865,-8.1092,0.937746,0.877718,1.408987,0.348731,-0.870490,1.005316,-0.987210
51,8.809,B,4,9.595417,-27.177776,9.004090,-27.391944,8.082473,-27.289869,2.174708,0.273990,-7.8493,0.076178,-7.6972,0.073488,8.503277,-26.574397,-7.6804,0.958748,0.830046,1.247733,0.500813,-0.817548,1.092141,-0.603380
52,8.981,B,4,9.166269,-27.061857,9.261663,-27.303453,8.538339,-27.236282,1.805012,0.472303,-7.4826,0.073974,-7.2830,0.073253,8.729845,-26.624515,-7.2666,0.862431,0.641041,0.617847,0.531818,-0.678938,0.436425,-0.437343
53,9.159,B,4,9.280732,-27.856537,9.385371,-27.351842,8.588419,-27.238430,1.573071,-0.068529,-6.9339,0.073400,-6.8225,0.073001,8.957840,-26.671388,-6.8554,0.803617,0.676763,1.228348,0.427531,-0.680454,0.322893,-1.185149
54,9.333,B,4,9.684662,-27.851762,9.385371,-27.351842,8.759961,-27.352538,1.422345,-0.051589,-6.6253,0.072421,-6.4616,0.072885,9.190159,-26.715556,-6.4453,0.665559,0.768646,1.239153,0.195213,-0.636287,0.494503,-1.136207
55,9.486,B,4,10.026523,-25.961446,9.528043,-27.531689,8.972480,-27.446903,1.395783,-0.302962,-6.4544,0.071755,-6.0625,0.069432,9.429365,-26.759617,-6.0469,0.778353,0.825292,0.996832,0.098678,-0.772072,0.597158,0.798171
56,9.648,B,4,9.879668,-27.432734,9.729375,-27.330712,9.207912,-27.180814,1.351413,1.046261,-6.2493,0.069804,-5.6874,0.062398,9.626444,-26.796556,-5.7455,0.543983,0.568175,0.684722,0.102931,-0.534156,0.253224,-0.636177
57,9.840,B,4,10.736352,-27.857061,10.112437,-27.247921,9.373926,-27.224330,1.506085,-0.035782,-5.3941,0.059601,-5.3394,0.056518,9.930560,-26.855541,-5.3260,0.432482,0.667718,1.285435,0.181877,-0.392380,0.805792,-1.001520
58,10.030,B,4,10.491712,-27.204614,10.356111,-27.340760,9.664522,-27.338020,1.389785,0.115749,-5.1273,0.057716,-5.0087,0.056456,10.189106,-26.905898,-4.9956,0.465828,0.679645,0.425208,0.167005,-0.434862,0.302606,-0.298716
59,10.244,B,4,10.979663,-27.005594,10.356111,-27.340760,9.859169,-27.314474,1.255639,0.111789,-4.8221,0.056800,-4.6813,0.056287,10.397187,-26.944802,-4.7339,0.398083,0.652780,0.585639,-0.041076,-0.395958,0.582476,-0.060792
60,10.435,B,4,11.103779,-28.092189,10.565761,-27.261529,10.097125,-27.258234,1.337102,0.353531,-4.5383,0.056578,-4.3507,0.058233,10.656980,-26.990092,-4.4038,0.286354,0.620756,1.189221,-0.091219,-0.271436,0.446799,-1.102096
61,10.607,B,4,10.869601,-27.746439,10.807385,-27.357478,10.331652,-27.408108,1.515060,-0.358926,-4.5383,0.056559,-4.0212,0.057234,10.915649,-27.032059,-4.0735,0.342956,0.694597,0.715863,-0.108264,-0.325419,-0.046048,-0.714381
62,10.782,B,4,11.630078,-27.529457,11.137311,-27.622139,10.678780,-27.481481,1.426915,-0.288590,-3.8142,0.055794,-3.7042,0.055413,11.225746,-27.081344,-3.6920,0.547978,0.677703,0.603564,-0.088435,-0.540795,0.404332,-0.448113
63,10.935,B,4,11.809588,-27.349335,11.402254,-27.585484,10.918331,-27.460066,1.488899,0.004651,-3.5291,0.052364,-3.4094,0.050144,11.486712,-27.124399,-3.3982,0.468757,0.660099,0.393503,-0.084459,-0.461085,0.322875,-0.224936
64,11.104,B,4,11.978932,-27.798464,11.402254,-27.585484,10.965883,-27.461328,1.345809,0.010994,-3.2612,0.049314,-3.1365,0.045823,11.699229,-27.160544,-3.1791,0.518429,0.792633,0.696546,-0.296975,-0.424941,0.279703,-0.637920
65,11.285,B,4,12.212795,-26.827002,11.647781,-27.595141,11.193472,-27.523545,1.404900,-0.149593,-3.0556,0.046569,-2.8739,0.044828,11.971119,-27.206359,-2.9159,0.505667,0.839846,0.449799,-0.323338,-0.388782,0.241676,0.379357
66,11.496,B,4,12.604685,-27.907069,11.883924,-27.503821,11.422151,-27.398386,1.500075,0.523369,-2.9296,0.045765,-2.6080,0.046363,12.249904,-27.250422,-2.6511,0.445143,0.840874,0.746361,-0.365980,-0.253399,0.354781,-0.656647
67,11.688,B,4,12.579688,-28.208531,12.144260,-27.448285,11.680731,-27.489426,1.624628,0.034409,-2.6917,0.044968,-2.3343,0.046582,12.533646,-27.291107,-2.3784,0.419912,0.875667,0.918579,-0.389385,-0.157178,0.046042,-0.917424
68,11.846,B,4,12.981387,-27.506695,12.384347,-27.653475,11.888513,-27.620759,1.569365,-0.487524,-2.4463,0.046445,-2.0606,0.046170,12.819350,-27.329002,-2.1039,0.542688,0.975489,0.240480,-0.435003,-0.324473,0.162037,-0.177693
69,12.009,B,4,12.785870,-27.890876,12.610254,-27.744334,12.131212,-27.602874,1.444654,-0.149098,-1.9035,0.044427,-1.7989,0.044777,13.104391,-27.366321,-1.8395,0.622146,1.001517,0.613689,-0.494137,-0.378013,-0.318521,-0.524556
70,12.173,B,4,12.710761,-28.291272,12.798313,-27.751690,12.294471,-27.657235,1.285935,-0.248549,-1.6952,0.043034,-1.5566,0.039628,13.387560,-27.405060,-1.5940,0.683641,1.121800,1.115091,-0.589248,-0.346629,-0.676800,-0.886212
71,12.345,B,4,13.999766,-27.782427,13.108985,-27.971862,12.412811,-27.775445,1.541819,-0.324256,-1.4013,0.040163,-1.3323,0.038058,13.725873,-27.453666,-1.3236,0.805654,1.351914,0.427904,-0.616888,-0.518197,0.273894,-0.328762
72,12.512,B,4,14.539269,-28.507933,13.547868,-28.064303,12.742118,-27.781402,1.988736,-0.677227,-1.1841,0.039306,-1.1163,0.036767,13.952315,-27.485995,-1.1508,0.705703,1.245729,1.178504,-0.404447,-0.578308,0.586954,-1.021938
73,12.700,B,4,14.964429,-27.028636,14.029503,-27.990671,13.112554,-27.917703,2.311099,0.363036,-0.9407,0.038452,-0.8973,0.039362,14.238887,-27.524332,-0.9329,0.511189,1.193050,0.878707,-0.209384,-0.466339,0.725542,0.495696
74,12.900,B,4,14.514610,-28.233541,14.029503,-27.990671,13.496225,-27.761803,2.087771,0.336257,-0.7439,0.038941,-0.6714,0.040159,14.531177,-27.559463,-0.7079,0.661526,1.054545,0.674282,-0.501674,-0.431207,-0.016567,-0.674078
75,13.069,B,4,15.496312,-27.158110,14.388214,-27.873274,13.731416,-27.849336,1.941086,-0.015536,-0.5791,0.039326,-0.4443,0.037764,14.829450,-27.592288,-0.4803,0.523108,1.127721,0.795748,-0.441236,-0.280986,0.666862,0.434178
76,13.247,B,4,15.352989,-28.308873,15.083603,-27.759124,14.101951,-27.726316,2.200479,0.008143,-0.2522,0.037646,-0.2261,0.036881,15.132153,-27.624887,-0.2601,0.142747,1.035184,0.718753,-0.048550,-0.134237,0.220836,-0.683987
77,13.425,B,4,15.529198,-28.404531,15.342734,-27.954382,14.381536,-27.831983,2.043627,-0.415558,-0.1080,0.036536,-0.0226,0.035378,15.436648,-27.658854,-0.0542,0.310091,1.069222,0.751398,-0.093914,-0.295528,0.092550,-0.745677
78,13.599,B,4,16.470323,-28.999501,15.682964,-28.234459,14.967268,-28.126601,2.288968,-1.078284,0.1253,0.033867,0.1685,0.033309,15.800936,-27.701089,0.1759,0.546262,0.935983,1.460806,-0.117972,-0.533371,0.669387,-1.298412
79,13.779,B,4,16.712743,-28.994211,15.682964,-28.234459,15.027482,-28.135011,2.072286,-0.967816,0.2627,0.033058,0.3542,0.031644,16.042092,-27.728766,0.3245,0.620240,1.092917,1.432174,-0.359128,-0.505693,0.670651,-1.265445
80,13.967,B,4,16.876488,-28.203329,16.102385,-28.552785,15.389097,-28.298883,2.207771,-1.229913,0.4373,0.032966,0.5409,0.033397,16.341933,-27.761207,0.5108,0.827030,1.094072,0.693700,-0.239549,-0.791578,0.534554,-0.442122
81,14.191,B,4,16.568840,-29.121850,16.469022,-28.642572,15.716494,-28.291279,2.351212,-0.722615,0.4373,0.032987,0.6600,-0.035463,16.641620,-27.790567,0.6804,0.869312,1.051937,1.333271,-0.172598,-0.852006,-0.072780,-1.331283
82,14.376,B,4,17.742492,-28.686660,16.705426,-28.711803,15.928915,-28.451234,1.966374,-1.006326,0.6725,0.003671,0.2396,-0.019180,16.934712,-27.813613,0.2666,0.926994,1.190877,1.189420,-0.229286,-0.898190,0.807780,-0.873047
83,14.579,B,4,18.214577,-28.583191,17.426307,-28.814398,16.314592,-28.505351,2.420218,-0.410298,0.4391,0.054635,0.5965,0.104749,17.228310,-27.840619,0.4907,0.993705,1.129934,1.234559,0.197997,-0.973780,0.986267,-0.742572
84,14.770,B,4,18.686940,-28.308885,17.426307,-28.814398,16.718256,-28.530231,2.188937,-0.363288,0.6501,-0.012623,0.5672,-0.105689,17.577537,-27.873138,0.5412,0.953332,1.081728,1.191911,-0.151230,-0.941261,1.109403,-0.435747
85,14.956,B,4,18.670608,-28.642807,17.890974,-28.716138,17.136760,-28.500080,2.420578,0.030468,0.3737,-0.044289,0.1766,0.008085,17.865878,-27.897645,0.1804,0.818878,0.945802,1.096748,0.025096,-0.818493,0.804730,-0.745162
86,15.123,B,4,19.401864,-28.652333,18.298301,-28.640036,17.478444,-28.534496,2.528670,0.021551,0.3737,-0.044290,0.1933,-0.079490,18.155556,-27.922844,0.1731,0.731259,0.912469,1.444104,0.142745,-0.717191,1.246308,-0.729489
87,15.314,B,4,19.502912,-27.273905,18.693927,-28.640138,17.891472,-28.564476,2.658363,0.001350,0.2195,-0.033931,-0.3096,-0.020359,18.437670,-27.941079,-0.3128,0.744548,0.828828,1.256926,0.256257,-0.699059,1.065242,0.667174
88,15.494,B,4,18.996471,-27.873852,19.096804,-28.396820,18.249650,-28.337565,2.583542,1.063719,-0.1284,-0.051145,-0.0604,0.018102,18.662355,-27.958054,-0.0891,0.617465,0.560673,0.344563,0.434450,-0.438766,0.334116,0.084201
89,15.695,B,4,19.437625,-27.691512,19.318738,-28.069652,18.450760,-28.255234,1.855760,0.992780,-0.1353,-0.031822,-0.4710,-0.148701,18.995839,-27.979394,-0.5071,0.335276,0.610900,0.527306,0.322899,-0.090257,0.441786,0.287882
90,15.883,B,4,19.756251,-28.910285,19.443632,-27.900562,18.692493,-28.153254,1.658110,1.041517,-0.6016,-0.108112,-1.2337,-0.062227,19.271104,-27.996862,-1.2462,0.197584,0.599374,1.034267,0.172527,0.096300,0.485147,-0.913423
91,16.041,B,4,19.526513,-28.227172,19.622318,-27.977160,18.933924,-28.289714,1.660935,0.060244,-0.9372,-0.095064,-1.1507,0.025810,19.543826,-28.018989,-1.1466,0.088941,0.667287,0.208901,0.078492,0.041829,-0.017313,-0.208183
92,16.206,B,4,20.194730,-29.116898,19.745273,-28.155270,19.098659,-28.280503,1.316003,-0.023990,-1.2713,-0.010886,-1.5342,-0.121224,19.762177,-28.033312,-1.4222,0.123125,0.708067,1.166731,-0.016904,-0.121959,0.432553,-1.083586
93,16.381,B,4,20.996712,-29.927096,19.878162,-28.340738,19.351701,-28.434380,1.362538,-0.760820,-1.3753,-0.071100,-1.8578,0.042061,20.036185,-28.051021,-1.8839,0.330011,0.784526,2.107670,-0.158022,-0.289717,0.960527,-1.876076
94,16.555,B,4,20.337063,-28.596495,20.184414,-28.789448,19.715117,-28.713201,1.561440,-1.568786,-1.7111,0.051004,-1.3144,0.031467,20.300953,-28.075270,-1.3606,0.723624,0.866118,0.522474,-0.116539,-0.714178,0.036111,-0.521225
95,16.739,B,4,20.506018,-28.240809,20.431198,-29.038312,19.873157,-28.701041,1.327515,-0.981486,-1.4343,-0.022205,-1.6804,-0.100239,20.625485,-28.095614,-1.7030,0.962512,0.965681,0.188026,-0.194287,-0.942699,-0.119466,-0.145195
96,16.928,B,4,22.235314,-28.707708,20.532896,-28.905121,20.050594,-28.628662,1.219565,-0.268281,-1.5233,-0.051324,-1.7274,0.095044,20.838246,-28.110543,-1.8013,0.851230,0.942784,1.519344,-0.305350,-0.794578,1.397069,-0.597165
97,17.139,B,4,21.750667,-29.073008,20.872550,-28.793716,20.499096,-28.649900,1.924816,-0.129772,-1.7543,0.012856,-1.1601,0.035202,21.096557,-28.135314,-1.2018,0.695465,0.788517,1.143298,-0.224007,-0.658402,0.654109,-0.937694
98,17.323,B,4,21.481864,-28.116276,21.313143,-28.842918,20.781915,-28.733243,1.964678,-0.313739,-1.4426,0.069655,-1.2158,0.021595,21.359322,-28.156406,-1.2236,0.688064,0.816174,0.128945,-0.046179,-0.686513,0.122541,0.040130
99,17.479,B,4,22.209585,-28.658626,21.534692,-28.770318,20.964229,-28.628042,1.668524,0.361442,-1.1728,0.013671,-0.5923,0.127341,21.610945,-28.182244,-0.7173,0.592997,0.785480,0.765055,-0.076252,-0.588074,0.598640,-0.476382
100,17.646,B,4,22.647692,-28.939527,21.750366,-28.633857,21.243606,-28.637009,1.610005,0.289198,-0.3731,0.060431,-0.2771,0.045364,21.858219,-28.206736,-0.3113,0.440527,0.750256,1.077149,-0.107853,-0.427121,0.789473,-0.732790
101,17.841,B,4,22.155184,-27.897511,22.069716,-28.673418,21.552031,-28.694801,1.895145,0.022822,-0.3731,0.060425,0.4282,0.113097,22.096895,-28.232607,0.3125,0.441648,0.714493,0.340128,-0.027180,-0.440811,0.058289,0.335096
102,18.028,B,4,23.359777,-28.622412,22.548540,-28.437678,21.715324,-28.552508,1.873589,0.421407,0.7576,0.113210,1.0357,0.141390,22.376757,-28.263805,1.0682,0.244420,0.721694,1.046388,0.171783,-0.173873,0.983020,-0.358607
103,18.197,B,4,22.438668,-28.084980,22.768981,-28.371284,22.131885,-28.478717,1.424710,0.654347,1.6363,0.132996,1.7940,0.145576,22.559800,-28.286115,1.6636,0.225855,0.469262,0.234794,0.209181,-0.085169,-0.121133,0.201135
104,18.409,B,4,23.755718,-29.191789,22.768981,-28.371284,22.186215,-28.474690,1.279654,0.608956,2.2809,0.141029,2.6259,0.151795,22.786670,-28.315823,2.4873,0.058213,0.621116,1.306281,-0.017689,-0.055461,0.969047,-0.875966
105,18.636,B,4,23.905072,-29.067549,22.976695,-28.430068,22.521307,-28.600648,1.583772,-0.126840,2.9413,0.153049,3.5368,0.164013,23.057751,-28.353613,3.5749,0.111424,0.590591,1.107998,-0.081056,-0.076455,0.847321,-0.713936
