sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf2_x,ekf2_y,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_ekf2_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
645,119.045,B,4,57.452814,-92.045517,57.772571,-92.335723,58.063573,-92.038234,0.704012,1.310247,158.4531,-0.220088,157.4117,-0.229220,58.483020,-92.057688,157.6215,0.762916,0.419898,1.030278,-0.710449,-0.278035,-1.030206,0.012172
646,119.241,B,4,56.963421,-91.762264,57.583348,-92.371745,57.919796,-92.051996,0.863039,0.957324,157.9074,-0.223117,156.0819,-0.235373,58.326365,-92.140954,156.2968,0.778036,0.416188,1.414575,-0.743017,-0.230791,-1.362944,0.378690
647,119.434,B,4,56.935646,-92.141827,57.171345,-92.158051,57.713587,-92.009238,1.200475,0.428290,154.9655,-0.236598,154.7204,-0.239715,58.168504,-92.225146,154.9405,0.999414,0.503553,1.235670,-0.997159,0.067094,-1.232858,0.083318
648,119.632,B,4,57.354718,-92.758707,57.079234,-92.255634,57.538777,-92.040054,0.697993,0.724472,153.9028,-0.242395,153.3224,-0.248002,57.977732,-92.325711,153.2657,0.901227,0.523719,0.758704,-0.898498,0.070077,-0.623014,-0.432996
649,119.786,B,4,56.225481,-93.170305,57.079234,-92.255634,57.471541,-92.176604,0.646861,0.639152,152.4606,-0.250135,151.8820,-0.255331,57.850377,-92.391399,152.1154,0.783003,0.435492,1.801938,-0.771143,0.135765,-1.624896,-0.778907
650,120.041,B,4,56.983419,-92.806301,56.920684,-92.513928,57.212654,-92.364146,0.725286,1.241634,151.1374,-0.256010,150.3984,-0.264068,57.691669,-92.471619,150.6384,0.772145,0.490924,0.783346,-0.770985,-0.042308,-0.708250,-0.334681
651,120.263,B,4,55.681586,-92.630720,56.750532,-92.718068,57.136353,-92.453676,0.525810,1.173975,151.1374,-0.256007,148.8782,-0.269833,57.533642,-92.550578,149.1234,0.800820,0.408936,1.853789,-0.783109,-0.167490,-1.852056,-0.080142
652,120.456,B,4,55.988605,-92.536999,56.544071,-92.765403,56.838992,-92.494124,1.039227,1.138341,149.3077,-0.264744,147.3309,-0.272323,57.344296,-92.645756,147.2686,0.809120,0.527565,1.360046,-0.800225,-0.119647,-1.355691,0.108758
653,120.653,B,4,56.055017,-92.890109,56.239290,-92.734067,56.647062,-92.508835,1.174074,0.870128,148.0846,-0.268794,145.7626,-0.275838,57.217815,-92.710247,146.0149,0.978814,0.605248,1.176626,-0.978524,-0.023819,-1.162798,-0.179862
654,120.876,B,4,55.596143,-92.315175,56.072320,-92.740722,56.503134,-92.583141,0.908229,0.754712,144.7088,-0.277503,144.1719,-0.282339,57.027608,-92.808064,144.1077,0.957659,0.570670,1.513946,-0.955289,0.067342,-1.431465,0.492890
655,121.095,B,4,56.351205,-93.020366,55.906864,-92.696952,56.311932,-92.537989,1.157288,0.460227,144.0286,-0.279871,142.5525,-0.284497,56.869168,-92.888996,142.4871,0.981279,0.658573,0.534363,-0.962303,0.192044,-0.517963,-0.131370
656,121.316,B,4,55.821457,-93.528571,55.840313,-92.680119,56.284211,-92.627371,0.646029,0.527320,143.2407,-0.282975,140.9051,-0.274888,56.742887,-92.952372,141.1661,0.942741,0.562147,1.086756,-0.902573,0.272253,-0.921430,-0.576199
657,121.532,B,4,55.957919,-94.137224,55.846734,-92.882113,56.161625,-92.794371,0.227642,0.952675,141.6311,-0.287455,139.9738,-0.062774,56.589069,-93.024904,140.0409,0.755944,0.485648,1.278908,-0.742335,0.142792,-0.631150,-1.112319
658,121.736,B,4,56.232643,-92.691128,55.810204,-93.239239,56.092107,-93.043931,-0.375207,1.447311,140.0158,-0.152278,138.8400,-0.246553,56.440693,-93.101332,139.0676,0.645395,0.353281,0.459948,-0.630489,-0.137907,-0.208050,0.410204
659,121.954,B,4,55.977606,-93.717282,55.847734,-93.361514,56.087427,-92.989556,-0.064370,0.547704,138.0263,-0.229444,137.4826,-0.227565,56.289498,-93.173545,137.6923,0.480091,0.273284,0.626838,-0.441763,-0.187969,-0.311892,-0.543737
660,122.183,B,4,55.518226,-93.000659,55.890037,-93.362986,56.040152,-93.128619,-0.282027,0.696144,136.9637,-0.223227,136.2356,-0.206700,56.142666,-93.244319,136.4278,0.279111,0.154582,0.670296,-0.252629,-0.118666,-0.624441,0.243660
661,122.389,B,4,55.280030,-94.059569,55.672987,-93.477122,55.919957,-93.113549,-0.051341,0.997579,135.4363,-0.201812,135.0948,-0.189355,55.999965,-93.314379,135.2705,0.365239,0.216180,1.036154,-0.326978,-0.162742,-0.719935,-0.745189
662,122.614,B,4,54.772379,-92.885708,55.439883,-93.504459,55.599548,-93.219671,0.701303,0.722083,134.3984,-0.186935,134.0516,-0.174426,55.834719,-93.396908,134.0118,0.409222,0.294480,1.178936,-0.394835,-0.107551,-1.062340,0.511199
663,122.829,B,4,55.127476,-93.414872,55.233712,-93.398954,55.490878,-93.259638,0.660888,0.677889,133.6091,-0.174146,133.0961,-0.161016,55.728772,-93.450088,133.2434,0.497694,0.304737,0.602326,-0.495060,0.051134,-0.601296,0.035216
664,123.032,B,4,55.510882,-92.867555,55.233712,-93.398954,55.470084,-93.195048,0.607235,0.602986,132.4719,-0.155614,132.2204,-0.146637,55.601495,-93.513619,132.3553,0.385243,0.344611,0.652387,-0.367783,0.114665,-0.090613,0.646064
665,123.264,B,4,54.526590,-93.406391,55.192894,-93.305507,55.443682,-93.198331,0.687124,0.129616,132.0584,-0.148544,131.4212,-0.131722,55.479694,-93.573712,131.5440,0.392668,0.377104,0.967679,-0.286800,0.268205,-0.953104,0.167320
666,123.489,B,4,55.237006,-94.142187,55.087683,-93.229919,55.252701,-93.238425,0.770868,0.497238,131.6778,-0.142921,130.6987,-0.119665,55.362517,-93.630945,130.8091,0.486164,0.407592,0.526423,-0.274835,0.401025,-0.125511,-0.511242
667,123.709,B,4,55.244600,-92.940981,55.007169,-93.459380,55.223937,-93.405495,0.318031,0.240257,130.1357,-0.112856,130.0527,-0.104875,55.226916,-93.697041,130.0285,0.323684,0.291561,0.756266,-0.219746,0.237661,0.017684,0.756059
668,123.914,B,4,54.430587,-92.882780,54.920117,-93.275090,55.204340,-93.326711,0.769721,0.194941,129.6641,-0.102609,129.4803,-0.093602,55.139511,-93.739933,129.5672,0.514017,0.418276,1.112333,-0.219394,0.464844,-0.708925,0.857153
669,124.112,B,4,55.100937,-94.420309,54.920117,-93.275090,55.052931,-93.456695,0.697434,0.169479,129.2088,-0.092708,128.9747,-0.083590,55.034315,-93.792132,129.0514,0.529504,0.335953,0.631700,-0.114198,0.517042,0.066622,-0.628177
670,124.311,B,4,53.991256,-93.768258,54.840311,-93.392221,55.030661,-93.462616,-0.173675,0.627318,128.7469,-0.083636,128.5286,-0.073284,54.934556,-93.842296,128.5962,0.459837,0.391654,0.946202,-0.094245,0.450075,-0.943300,0.074038
671,124.498,B,4,54.107007,-93.913426,54.718379,-93.646414,54.821116,-93.523142,0.051303,1.015259,128.7469,-0.083640,128.1370,-0.065357,54.840668,-93.890023,128.1961,0.272580,0.367401,0.734034,-0.122289,0.243609,-0.733661,-0.023403
672,124.714,B,4,53.379112,-92.826932,54.475095,-93.751199,54.668266,-93.599540,0.086792,1.158689,128.2413,-0.072267,127.7991,-0.054841,54.752114,-93.935321,127.8495,0.332626,0.346091,1.764557,-0.277018,0.184122,-1.373002,1.108390
673,124.930,B,4,53.936907,-93.551191,54.192869,-93.652043,54.410056,-93.464704,1.033717,0.913474,127.9498,-0.064049,127.5167,-0.045493,54.667673,-93.978547,127.5580,0.576233,0.574806,0.846553,-0.474804,0.326504,-0.730766,0.427356
674,125.119,B,4,53.668507,-93.643445,53.952475,-93.497534,54.297334,-93.482377,0.789710,0.750994,127.4107,-0.044974,127.2909,-0.035983,54.586201,-94.020019,127.3233,0.821340,0.610330,0.991953,-0.633726,0.522485,-0.917694,0.376574
675,125.335,B,4,53.922744,-93.255259,53.822115,-93.519389,54.156798,-93.513587,0.673169,0.807065,127.2253,-0.036445,127.1199,-0.027511,54.507301,-94.059695,127.1438,0.872587,0.648911,0.994396,-0.685185,0.540305,-0.584557,0.804436
676,125.540,B,4,53.568813,-94.236409,53.735934,-93.487072,54.088093,-93.468745,0.739942,0.535462,127.1409,-0.032355,126.9979,-0.017872,54.431438,-94.097209,127.0144,0.925199,0.716137,0.873785,-0.695504,0.610137,-0.862625,-0.139201
677,125.719,B,4,53.661496,-93.069683,53.671767,-93.569952,53.968806,-93.609480,0.177098,0.907424,127.0207,-0.024666,126.9190,-0.011115,54.359427,-94.132245,126.9290,0.888285,0.652586,1.271277,-0.687661,0.562293,-0.697931,1.062562
678,125.931,B,4,53.818376,-94.966948,53.589997,-93.759600,53.888422,-93.514956,-0.536020,0.972425,126.8745,-0.008881,126.8779,-0.002268,54.278655,-94.171191,126.8792,0.802282,0.763496,0.919286,-0.688658,0.411590,-0.460279,-0.795758
679,126.110,B,4,53.964347,-94.841184,53.589997,-93.759600,53.852195,-93.780858,-0.484090,0.879236,126.8753,-0.001970,126.8814,0.003545,54.227907,-94.195734,126.8784,0.772749,0.559715,0.697187,-0.637909,0.436134,-0.263560,-0.645450
680,126.321,B,4,52.955753,-94.740348,53.643557,-94.195480,53.851028,-93.981331,-0.988529,0.967680,126.8911,0.003574,126.9265,0.010952,54.155191,-94.231276,126.9293,0.512885,0.393684,1.302999,-0.511634,0.035796,-1.199438,-0.509072
681,126.496,B,4,54.163116,-94.186630,53.566560,-94.485742,53.668747,-94.130555,-0.878703,1.357730,126.9060,0.007015,127.0172,0.020188,54.108314,-94.254344,126.9997,0.589104,0.456665,0.087111,-0.541755,-0.231398,0.054802,0.067714
682,126.708,B,4,53.439096,-94.326019,53.596579,-94.533930,53.737904,-94.153823,-0.377268,0.503736,127.0682,0.021409,127.1518,0.028887,54.051195,-94.282209,127.1275,0.519652,0.338576,0.613664,-0.454615,-0.251722,-0.612098,-0.043811
683,126.932,B,4,52.794432,-94.472793,53.441672,-94.533868,53.665876,-94.197770,-0.024688,0.728053,127.2647,0.029324,127.3255,0.035053,53.985123,-94.313228,127.3332,0.586533,0.339484,1.201335,-0.543451,-0.220640,-1.190691,-0.159565
684,127.125,B,4,53.077137,-94.174141,53.441672,-94.533868,53.491123,-94.259132,-0.024357,0.658029,127.4347,0.035762,127.5334,0.040113,53.932547,-94.336303,127.5424,0.529141,0.448119,0.870645,-0.490875,-0.197565,-0.855410,0.162161
685,127.303,B,4,52.979242,-94.514756,53.263854,-94.491762,53.397192,-94.255431,0.269231,0.502632,127.6238,0.040223,127.7738,0.045178,53.892133,-94.352907,127.7331,0.643440,0.504449,0.927127,-0.628279,-0.138854,-0.912891,-0.161849
686,127.494,B,4,53.083223,-94.670442,53.154335,-94.456138,53.302661,-94.313081,0.278626,0.597393,127.7208,0.042256,128.0489,0.052303,53.843302,-94.371884,128.0024,0.694099,0.543830,0.816613,-0.688967,-0.084254,-0.760079,-0.298557
687,127.704,B,4,52.230551,-94.145728,53.075157,-94.512575,53.248100,-94.386433,0.120234,0.609480,127.9146,0.046969,128.3620,0.056978,53.795773,-94.389750,128.3092,0.731008,0.547683,1.584129,-0.720616,-0.122825,-1.565222,0.244022
688,127.892,B,4,52.075185,-94.698202,52.631600,-94.471461,53.042248,-94.355697,0.591128,1.001813,128.5678,0.060074,128.7141,0.063232,53.739989,-94.410599,128.7289,1.110060,0.699898,1.689464,-1.108390,-0.060863,-1.664804,-0.287604
689,128.077,B,4,52.538015,-93.947278,52.631600,-94.471461,52.846160,-94.427456,0.528595,0.908920,128.8738,0.065723,129.1021,0.071111,53.703696,-94.424111,129.0378,1.073141,0.857543,1.259437,-1.072096,-0.047350,-1.165681,0.476834
690,128.285,B,4,52.294767,-93.136528,52.379822,-94.102604,52.768029,-94.349993,1.481238,-0.042783,129.3844,0.072860,129.5205,0.076427,53.659770,-94.440026,129.4518,1.323677,0.896275,1.887416,-1.279948,0.337421,-1.365003,1.303498
691,128.484,B,4,52.533300,-94.326426,52.327336,-93.924686,52.660575,-94.136113,0.899952,0.124481,129.7309,0.076670,129.9646,0.080197,53.617751,-94.454181,129.8919,1.394825,1.008639,1.091950,-1.290415,0.529495,-1.084450,0.127755
692,128.697,B,4,52.842026,-95.318412,52.381440,-94.191322,52.616293,-94.172539,-0.238261,0.581655,130.3465,0.080842,130.4334,0.082531,53.577462,-94.466201,130.3567,1.227203,1.005029,1.125669,-1.196022,0.274879,-0.735436,-0.852211
693,128.930,B,4,52.757423,-93.771428,52.475250,-94.315534,52.655896,-94.275965,0.082729,0.021020,130.7324,0.084498,131.0320,0.088929,53.530492,-94.478077,130.9498,1.067688,0.897645,1.047372,-1.055242,0.162543,-0.773069,0.706648
694,129.135,B,4,52.269010,-94.491730,52.475250,-94.315534,52.643163,-94.279405,0.074620,0.019621,131.0833,0.087588,131.4550,0.094112,53.499514,-94.484873,131.3689,1.038168,0.880655,1.230523,-1.024264,0.169340,-1.230504,-0.006856
695,129.352,B,4,53.058624,-95.562287,52.475499,-94.264514,52.560497,-94.322222,-0.009579,0.239205,131.5538,0.092491,132.0099,0.097985,53.461087,-94.492511,131.9193,1.011615,0.916548,1.142978,-0.985588,0.227997,-0.402463,-1.069777
696,129.572,B,4,52.207999,-94.859866,52.522496,-94.540464,52.636934,-94.552879,-0.962870,0.605405,131.7756,0.094751,132.5895,0.102275,53.423539,-94.499242,132.4954,0.901985,0.788432,1.267907,-0.901043,-0.041222,-1.215540,-0.360624
697,129.774,B,4,52.042640,-94.540583,52.555379,-94.819789,52.548018,-94.618390,-0.717218,0.700929,132.2329,0.097951,133.2386,0.120822,53.390705,-94.502084,133.1270,0.893704,0.850676,1.348615,-0.835326,-0.317706,-1.348065,-0.038500
698,129.981,B,4,52.128461,-94.720737,52.318901,-94.816104,52.444525,-94.614380,-0.062709,0.531557,133.6864,0.127429,134.0066,0.143576,53.362986,-94.495476,134.0400,1.092208,0.926126,1.254909,-1.044086,-0.320628,-1.234526,-0.225261
699,130.170,B,4,52.522380,-94.159958,52.318901,-94.816104,52.374695,-94.642877,-0.063312,0.479660,134.2665,0.142858,134.9071,0.168330,53.349260,-94.487029,134.7536,1.081634,0.986947,0.889217,-1.030360,-0.329075,-0.826881,0.327071
700,130.386,B,4,52.046152,-94.310762,52.301984,-94.712430,52.389246,-94.563723,0.215080,-0.003853,135.1222,0.165119,135.9484,0.191784,53.334990,-94.473988,135.7725,1.060168,0.949992,1.299132,-1.033006,-0.238442,-1.288837,0.163225
701,130.599,B,4,52.583815,-94.661284,52.281089,-94.549415,52.316207,-94.523931,0.468417,-0.052355,135.6457,0.177296,137.1220,0.213854,53.323535,-94.458262,136.9262,1.046424,1.009466,0.767075,-1.042446,-0.091153,-0.739720,-0.203023
702,130.816,B,4,52.443625,-94.361522,52.275684,-94.510411,52.354179,-94.553740,0.167363,-0.072005,136.7047,0.199019,138.4318,0.240852,53.318087,-94.436248,138.2115,1.045039,0.971043,0.877650,-1.042404,-0.074163,-0.874463,0.074727
703,131.037,B,4,53.236596,-94.279305,52.334645,-94.494304,52.361855,-94.523792,0.184464,-0.198534,137.9081,0.221654,139.8968,0.269749,53.323931,-94.401873,139.6523,0.993594,0.969771,0.150500,-0.989286,-0.092431,-0.087336,0.122567
704,131.248,B,4,52.231141,-94.900846,52.484688,-94.417831,52.513778,-94.482839,-0.070255,-0.538114,141.0268,0.277972,141.5146,0.295439,53.340541,-94.355210,141.2451,0.858141,0.836556,1.236320,-0.855853,-0.062621,-1.109400,-0.545636
705,131.467,B,4,52.381964,-94.682154,52.573538,-94.458298,52.459491,-94.561429,-0.174908,-0.050628,141.6954,0.289210,143.2941,0.324165,53.365184,-94.299032,142.9981,0.807508,0.942938,1.055226,-0.791646,-0.159265,-0.983219,-0.383121
706,131.677,B,4,52.709708,-94.262921,52.512637,-94.567876,52.441864,-94.587519,-0.172105,0.089056,142.5202,0.302038,145.2413,0.354120,53.395279,-94.236441,144.9186,0.942818,1.016001,0.686082,-0.882642,-0.331435,-0.685571,-0.026480
707,131.892,B,4,52.477370,-95.076177,52.558932,-94.588212,52.487082,-94.532582,-0.295088,0.224683,146.9735,0.364901,147.3478,0.380275,53.430167,-94.168470,147.0008,0.967075,1.010934,1.315961,-0.871235,-0.419742,-0.952797,-0.907707
708,132.078,B,4,52.955579,-93.856293,52.617862,-94.550589,52.567410,-94.496030,-0.059088,-0.493181,148.6818,0.384391,149.5923,0.402164,53.471151,-94.093091,149.2249,0.968198,0.989499,0.567352,-0.853290,-0.457498,-0.515572,0.236799
709,132.283,B,4,52.791447,-93.542385,52.617862,-94.550589,52.567623,-94.496716,-0.035733,-0.447535,150.6604,0.402960,151.9514,0.421147,53.519925,-94.006524,151.5670,1.053435,1.071059,0.863774,-0.902063,-0.544065,-0.728478,0.464139
710,132.470,B,4,52.950636,-94.662320,52.714411,-94.243455,52.607788,-94.323549,0.292410,-0.933091,152.8417,0.420156,154.4123,0.438171,53.576711,-93.906182,154.0118,0.925913,1.054992,0.981690,-0.862300,-0.337273,-0.626075,-0.756138
711,132.651,B,4,52.660942,-93.644731,52.778150,-94.147868,52.670683,-94.381341,-0.066899,-0.499873,153.9912,0.427753,156.9767,0.458748,53.639790,-93.792738,156.5591,0.931956,1.133853,0.989975,-0.861640,-0.355130,-0.978848,0.148007
712,132.825,B,4,52.170546,-94.148239,52.696982,-93.993024,52.670031,-94.245309,0.465040,-0.369549,158.3064,0.459680,159.6535,0.476241,53.706648,-93.669493,159.2174,1.060235,1.185807,1.608976,-1.009666,-0.323532,-1.536101,-0.478746
713,133.039,B,4,52.431364,-94.384656,52.565920,-94.051796,52.579936,-94.223192,0.370917,0.032288,160.7990,0.408142,161.8563,0.279506,53.778450,-93.523550,161.9182,1.322601,1.387780,1.598795,-1.212530,-0.528246,-1.347086,-0.861106
714,133.207,B,4,53.056508,-93.781090,52.565920,-94.051796,52.551533,-94.248265,0.334143,0.040425,162.5828,0.300561,163.6370,0.439025,53.829948,-93.439468,163.2324,1.404533,1.512778,0.845527,-1.264029,-0.612327,-0.773441,-0.341622
715,133.405,B,4,52.714311,-93.862187,52.595770,-94.044474,52.640797,-94.159838,0.139361,-0.282246,164.1262,0.386684,166.0672,0.407952,53.904053,-93.305100,166.1607,1.502757,1.525252,1.313709,-1.308283,-0.739374,-1.189742,-0.557087
716,133.596,B,4,52.724102,-93.927464,52.670305,-93.950920,52.653482,-94.100610,0.132889,-0.352113,165.1198,0.396743,168.3154,0.377143,53.954951,-93.211743,167.9681,1.482125,1.576040,1.423813,-1.284645,-0.739176,-1.230848,-0.715721
717,133.772,B,4,53.390183,-93.452533,52.681268,-93.908823,52.665609,-94.063241,0.095439,-0.288729,167.1420,0.392389,170.3866,0.346475,54.020038,-93.088641,170.0660,1.570034,1.668630,0.727417,-1.338770,-0.820183,-0.629856,-0.363893
718,133.951,B,4,52.678547,-92.847493,52.878122,-93.542665,52.775200,-93.751235,0.109585,-1.212824,171.1382,0.347616,172.3118,0.325098,54.097306,-92.940394,172.3864,1.359831,1.550945,1.421797,-1.219184,-0.602271,-1.418759,0.092902
719,134.101,B,4,53.783713,-93.331189,52.878122,-93.542665,52.775292,-93.740420,0.136724,-1.092245,173.5783,0.321182,174.1284,0.309443,54.146877,-92.848898,173.8439,1.446047,1.635865,0.603732,-1.268755,-0.693767,-0.363164,-0.482290
720,134.279,B,4,53.056879,-92.426872,52.998781,-93.320441,52.957639,-93.651038,-0.313547,-1.046274,175.0282,0.308010,175.8563,0.295177,54.206512,-92.747476,175.5858,1.336751,1.541463,1.193500,-1.207731,-0.572965,-1.149633,0.320604
721,134.454,B,4,52.955106,-93.904065,53.144617,-93.090505,52.977219,-93.418910,-0.154894,-1.594125,175.0282,0.308015,177.3609,0.275117,54.264374,-92.657325,177.2338,1.200625,1.495587,1.807911,-1.119756,-0.433181,-1.309267,-1.246741
722,134.654,B,4,53.303441,-93.048642,53.123621,-93.037044,52.975939,-93.483820,-0.074461,-0.519205,177.0566,0.286886,178.9945,0.251732,54.321271,-92.569489,178.7626,1.285680,1.626628,1.124973,-1.197650,-0.467555,-1.017829,-0.479153
723,134.840,B,4,53.338676,-91.836976,53.131594,-93.130033,53.037050,-93.390089,-0.155947,-0.536590,178.4152,0.268609,-179.6403,0.226941,54.377504,-92.476309,-179.8491,1.406999,1.622285,1.219799,-1.245910,-0.653724,-1.038828,0.639333
724,135.029,B,4,52.983745,-93.358189,53.200479,-92.852630,53.092619,-93.095706,-0.168170,-1.438983,-179.8537,0.240088,-178.4097,0.205378,54.433095,-92.377267,-178.5987,1.321102,1.520865,1.750093,-1.232615,-0.475363,-1.449350,-0.980922
725,135.238,B,4,53.925249,-92.989212,53.199137,-92.700945,53.075453,-93.118545,0.016142,-0.545717,-178.1604,0.209671,-177.2816,0.191080,54.488211,-92.279217,-177.4568,1.356305,1.643276,0.906101,-1.289073,-0.421728,-0.562962,-0.709996
726,135.429,B,4,53.320914,-92.993327,53.275189,-92.807014,53.232455,-93.077407,-0.392178,-0.344679,-177.5769,0.202400,-176.2169,0.190254,54.543222,-92.190834,-176.3861,1.409817,1.582442,1.462201,-1.268033,-0.616179,-1.222308,-0.802493
727,135.632,B,4,53.508581,-92.562057,53.418955,-92.802549,53.252479,-93.045637,-0.317313,-0.368877,-175.0621,0.241476,-174.7422,0.246142,54.604013,-92.099111,-174.6878,1.378110,1.650017,1.189240,-1.185058,-0.703438,-1.095433,-0.462947
728,135.819,B,4,53.738850,-93.375105,53.498225,-92.843651,53.380196,-93.018969,-0.387927,0.193843,-174.1469,0.150363,-173.9916,0.026826,54.645728,-92.045494,-174.0275,1.397789,1.596629,1.609439,-1.147502,-0.798157,-0.906878,-1.329611
729,136.018,B,4,53.922103,-92.825496,53.498225,-92.843651,53.386215,-93.004768,-0.352374,0.171722,-173.8216,0.097839,-173.6259,0.136348,54.697879,-91.980277,-173.7420,1.478033,1.664345,1.147268,-1.199654,-0.863373,-0.775776,-0.845218
730,136.193,B,4,53.590347,-93.530752,53.620001,-92.927109,53.489216,-92.958857,-0.499075,0.067958,-173.2841,0.149628,-172.7385,0.084023,54.739639,-91.905268,-172.8271,1.515833,1.635117,1.990746,-1.119638,-1.021841,-1.149292,-1.625484
731,136.382,B,4,53.366554,-92.952856,53.692156,-93.021747,53.514738,-93.050386,-0.359918,0.543160,-172.9543,0.129517,-172.6920,0.026724,54.782776,-91.830285,-172.7077,1.615251,1.759707,1.807166,-1.090620,-1.191462,-1.416222,-1.122570
732,136.570,B,4,53.760210,-92.857220,53.659577,-93.116443,53.494463,-93.023465,-0.151381,0.290838,-172.5944,0.037281,-172.2546,0.037282,54.820049,-91.754747,-172.3001,1.789110,1.834891,1.529283,-1.160473,-1.361697,-1.059839,-1.102474
733,136.768,B,4,53.453354,-92.114200,53.652046,-93.064412,53.548289,-92.984389,-0.226048,0.059702,-172.4796,0.074164,-172.2591,0.050884,54.858480,-91.690452,-172.2961,1.828455,1.841432,1.467632,-1.206433,-1.373960,-1.405126,-0.423748
734,136.993,B,4,54.170188,-91.994509,53.653961,-92.866452,53.536686,-92.817162,-0.144534,-0.613469,-172.1505,0.018000,-172.1690,0.015607,54.894260,-91.635493,-172.1792,1.747456,1.799820,0.808191,-1.240300,-1.230959,-0.724072,-0.359016
735,137.192,B,4,54.043186,-92.214765,53.713312,-92.555062,53.656715,-92.655662,-0.456567,-0.994471,-172.1552,-0.000817,-172.2165,-0.017948,54.928640,-91.586947,-172.2007,1.553793,1.661309,1.085442,-1.215329,-0.968115,-0.885454,-0.627818
736,137.387,B,4,53.326036,-92.186103,53.823536,-92.219480,53.733859,-92.561366,-0.187505,-0.949763,-172.2595,-0.022144,-172.3974,-0.044687,54.959916,-91.537571,-172.3586,1.325278,1.597302,1.757885,-1.136381,-0.681909,-1.633881,-0.648532
737,137.552,B,4,53.561878,-91.398376,53.725584,-92.003178,53.648463,-92.286652,-0.138159,-1.401629,-172.6301,-0.054692,-172.7251,-0.068462,54.987159,-91.483320,-172.6633,1.364487,1.561234,1.427811,-1.261575,-0.519859,-1.425282,0.084944
738,137.715,B,4,53.527224,-92.456623,53.672083,-91.902918,53.630824,-92.300854,0.034026,-0.687706,-172.9591,-0.071795,-173.1779,-0.086985,55.010456,-91.426254,-173.0988,1.420723,1.633496,1.806001,-1.338374,-0.476663,-1.483233,-1.030369
739,137.883,B,4,54.140394,-92.443771,53.672083,-91.902918,53.634698,-92.284163,0.025794,-0.621864,-173.3931,-0.085447,-173.7120,-0.097069,55.030585,-91.372777,-173.6228,1.458280,1.667071,1.392649,-1.358503,-0.530141,-0.890192,-1.070995
740,138.077,B,4,54.385670,-91.171481,53.716150,-92.034516,53.730561,-92.298227,-0.179243,-0.153320,-173.9047,-0.095164,-174.2935,-0.103801,55.048312,-91.328432,-174.1978,1.507717,1.636146,0.680976,-1.332162,-0.706084,-0.662642,0.156950
741,138.276,B,4,53.902825,-92.297821,53.984476,-91.825408,53.855639,-92.079942,-0.403722,-0.255483,-174.7155,-0.107679,-174.9225,-0.115678,55.066698,-91.287268,-174.9490,1.208635,1.447410,1.541369,-1.082222,-0.538140,-1.163873,-1.010553
742,138.452,B,4,53.710327,-91.401731,53.960134,-91.798341,53.843655,-91.978050,-0.233368,-0.609503,-175.3137,-0.119143,-175.6284,-0.132788,55.079337,-91.256680,-175.6588,1.243388,1.430834,1.376673,-1.119203,-0.541661,-1.369010,-0.145051
743,138.644,B,4,54.422428,-91.233984,54.010799,-91.598319,53.850311,-91.961845,-0.499777,-0.842782,-176.2648,-0.141104,-176.4435,-0.152389,55.087540,-91.230071,-176.3051,1.137971,1.437439,0.665124,-1.076741,-0.368248,-0.665113,-0.003914
744,138.829,B,4,54.164660,-90.964809,54.010799,-91.598319,53.961255,-91.814070,-0.462966,-0.755052,-176.9406,-0.157231,-177.3730,-0.171134,55.095417,-91.192280,-177.2174,1.158129,1.293424,0.958150,-1.084618,-0.406039,-0.930757,0.227471
745,139.020,B,4,53.226484,-91.269922,54.117182,-91.373923,54.007204,-91.642787,-0.478835,-1.012418,-177.8512,-0.170680,-178.3885,-0.180836,55.101486,-91.145069,-178.4303,1.010559,1.202154,1.879154,-0.984304,-0.228854,-1.875001,-0.124854
746,139.191,B,4,53.684768,-91.291451,54.020739,-91.220331,53.874180,-91.556340,0.050603,-0.928321,-177.8512,-0.170675,-179.4490,-0.186260,55.103440,-91.117479,-179.2777,1.087575,1.305251,1.429299,-1.082700,-0.102852,-1.418672,-0.173972
747,139.367,B,4,53.854434,-91.468840,53.829558,-91.200303,53.845235,-91.489844,0.110071,-0.340789,179.7964,-0.187756,179.4689,-0.191118,55.103321,-91.091069,179.6435,1.278437,1.319774,1.304772,-1.273762,-0.109234,-1.248887,-0.377772
748,139.554,B,4,53.679584,-91.145732,53.802931,-91.206461,53.851515,-91.468541,0.168596,-0.353958,178.9063,-0.192059,178.3552,-0.198187,55.099208,-91.069023,178.3095,1.303543,1.310096,1.421695,-1.296277,-0.137438,-1.419624,-0.076709
749,139.723,B,4,53.837078,-92.010535,53.802931,-91.206461,53.824817,-91.393845,0.146025,-0.322902,177.4697,-0.204536,177.1789,-0.211788,55.094294,-91.055594,177.3725,1.300146,1.313767,1.578767,-1.291363,-0.150867,-1.257216,-0.954941
750,139.902,B,4,53.842634,-91.646449,53.782401,-91.317730,53.830612,-91.490638,0.096047,0.328011,176.9733,-0.210892,175.9181,-0.220656,55.086452,-91.035295,176.1244,1.334285,1.335841,1.385854,-1.304050,-0.282435,-1.243818,-0.611153
