sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
25,4.656,A,1,-0.300789,7.598332,0.030873,7.431575,-0.047866,-0.003907,0.0383,0.000591,-0.0070,0.002325,-0.428103,6.926881,-0.0065,0.682184,0.683415,0.458977,0.504694,0.127314,0.671452
26,4.806,A,1,-0.135688,6.626646,-0.032761,7.460880,-0.055260,0.002511,0.0358,-0.000323,-0.0136,-0.000644,-0.435770,6.925603,-0.0130,0.670028,0.423585,0.403009,0.535277,0.300082,-0.298956
27,5.003,A,1,0.264542,7.257297,-0.056392,7.312624,-0.053699,-0.027909,0.0266,-0.001158,-0.0212,0.001440,-0.437707,6.924599,-0.0206,0.544026,0.777073,0.381315,0.388025,0.702250,0.332698
28,5.259,A,1,0.799363,7.244557,-0.003676,7.300644,-0.037683,-0.027794,0.0186,-0.001160,-0.0303,-0.005589,-0.429146,6.924079,-0.0295,0.568177,1.269622,0.425470,0.376564,1.228509,0.320477
29,5.488,A,1,0.328755,7.060812,0.135252,7.287593,-0.004008,-0.026666,0.0014,-0.001921,-0.0414,0.002927,-0.412329,6.923954,-0.0404,0.657327,0.753615,0.547581,0.363639,0.741084,0.136858
30,5.712,A,1,0.709559,6.813161,0.169301,7.244672,0.003358,-0.032294,-0.0055,-0.001135,-0.0552,-0.000345,-0.389433,6.924131,-0.0540,0.644150,1.104580,0.558733,0.320542,1.098992,-0.110970
31,5.903,A,1,-0.321098,8.471633,0.265769,7.164772,0.022540,-0.044782,-0.0166,-0.001256,-0.0719,-0.000616,-0.361658,6.924603,-0.0705,0.671822,1.547562,0.627426,0.240169,0.040560,1.547030
32,6.104,A,1,0.835847,7.505531,0.163491,7.393053,-0.000814,0.006734,-0.0359,-0.002109,-0.0907,0.000451,-0.328890,6.925451,-0.0891,0.679036,1.301194,0.492380,0.467602,1.164737,0.580080
33,6.318,A,1,0.712237,7.281086,0.283175,7.413758,0.023558,0.010150,-0.0607,-0.003575,-0.1101,-0.002823,-0.289761,6.926755,-0.1086,0.751950,1.062803,0.572936,0.487004,1.001998,0.354331
34,6.535,A,1,0.562911,7.195538,0.361777,7.391056,0.036961,0.004333,-0.0691,-0.001787,-0.1290,-0.002103,-0.242180,6.928512,-0.1275,0.760731,0.848219,0.603958,0.462544,0.805091,0.267026
35,6.765,A,1,-0.150312,7.415608,0.401116,7.356678,0.040667,-0.003133,-0.0829,-0.001660,-0.1465,-0.003635,-0.184357,6.930629,-0.1452,0.724084,0.486173,0.585474,0.426049,0.034046,0.484980
36,6.970,A,1,0.936802,5.763993,0.306902,7.366858,0.016851,-0.000717,-0.1089,-0.003062,-0.1628,-0.006730,-0.115747,6.932989,-0.1616,0.605702,1.573025,0.422649,0.433869,1.052549,-1.168996
37,7.208,A,1,0.886957,6.592427,0.420605,7.081552,0.038039,-0.058531,-0.1179,-0.001763,-0.1782,-0.003586,-0.037340,6.935541,-0.1770,0.480659,0.985927,0.457945,0.146011,0.924297,-0.343114
38,7.371,A,1,0.752302,7.150786,0.507238,6.988872,0.051260,-0.070565,-0.1344,-0.002198,-0.1931,-0.000629,0.048806,6.938325,-0.1919,0.461210,0.734878,0.458431,0.050547,0.703495,0.212461
39,7.545,A,1,0.786642,7.421916,0.554646,7.012069,0.056313,-0.059101,-0.1502,-0.002872,-0.2078,-0.009025,0.140512,6.941424,-0.2066,0.420116,0.805205,0.414134,0.070645,0.646130,0.480492
40,7.746,A,1,0.419046,7.774106,0.602148,7.078560,0.058282,-0.037321,-0.1583,-0.000626,-0.2225,0.004180,0.236353,6.944876,-0.2214,0.389458,0.849117,0.365795,0.133684,0.182693,0.829230
41,8.012,A,1,0.466783,7.307263,0.575167,7.198716,0.046026,-0.008649,-0.1847,-0.003328,-0.2377,0.006359,0.336141,6.948612,-0.2364,0.345956,0.381704,0.239026,0.250104,0.130643,0.358651
42,8.235,A,1,1.202025,7.400826,0.559541,7.217268,0.038453,-0.003988,-0.1874,-0.001301,-0.2534,0.001541,0.440959,6.952487,-0.2521,0.290122,0.883306,0.118581,0.264781,0.761066,0.448340
43,8.471,A,1,0.701458,7.037871,0.678136,7.249474,0.057209,0.003153,-0.2175,-0.003069,-0.2696,-0.007753,0.552672,6.956376,-0.2683,0.318822,0.169643,0.125464,0.293098,0.148786,0.081495
44,8.659,A,1,0.713851,6.823844,0.687783,7.212095,0.052576,-0.004789,-0.2370,-0.002672,-0.2855,-0.002886,0.672964,6.960273,-0.2842,0.252258,0.142424,0.014819,0.251822,0.040887,-0.136429
45,8.877,A,1,1.174947,6.749755,0.697483,7.142511,0.048509,-0.018354,-0.2389,-0.000395,-0.3002,-0.003154,0.802460,6.964282,-0.2991,0.206848,0.429847,-0.104978,0.178229,0.372487,-0.214527
46,9.032,A,1,0.758825,6.937607,0.785881,7.071446,0.062390,-0.031347,-0.2574,-0.002112,-0.3136,0.000863,0.940394,6.968519,-0.3125,0.185656,0.184181,-0.154513,0.102927,-0.181569,-0.030913
47,9.217,A,1,1.725900,6.466268,0.787915,7.044119,0.054244,-0.032628,-0.2632,-0.001012,-0.3262,-0.006347,1.084932,6.973004,-0.3251,0.305413,0.817081,-0.297018,0.071115,0.640968,-0.506736
48,9.477,A,1,2.083273,7.317426,0.960013,6.938133,0.082927,-0.050196,-0.2772,-0.001568,-0.3395,0.003545,1.233976,6.977621,-0.3384,0.276795,0.914753,-0.273964,-0.039488,0.849297,0.339806
