sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
1,0.000,A,5,-1.583091,6.732324,-1.386472,6.979997,0.018532,-0.021191,-1.3788,0.000654,-1.4009,0.001348,-0.651930,6.862005,-1.4009,0.743958,0.940148,-0.734542,0.117991,-0.931161,-0.129681
2,0.139,A,5,-2.333877,7.607905,-1.419496,6.933524,0.009456,-0.027947,-1.3797,0.000358,-1.4011,-0.005606,-0.650727,6.861496,-1.4011,0.772136,1.841229,-0.768769,0.072028,-1.683151,0.746410
3,0.279,A,5,-1.463024,7.771535,-1.580762,7.050778,-0.025457,-0.001819,-1.3870,-0.000452,-1.4002,0.006797,-0.649416,6.861199,-1.4002,0.950446,1.220930,-0.931347,0.189580,-0.813609,0.910336
4,0.421,A,5,-1.725355,6.286721,-1.562640,7.178845,-0.018918,0.024456,-1.3792,0.000270,-1.3981,-0.000905,-0.648072,6.861125,-1.3981,0.968184,1.220851,-0.914568,0.317719,-1.077283,-0.574404
5,0.564,A,5,-2.228954,6.539373,-1.593346,7.022539,-0.022191,-0.010197,-1.3702,0.001225,-1.3951,-0.001369,-0.646729,6.861270,-1.3951,0.960256,1.614638,-0.946617,0.161269,-1.582225,-0.321898
6,0.702,A,5,-1.150894,7.166734,-1.708579,6.935652,-0.042568,-0.027199,-1.3627,0.001341,-1.3913,0.005432,-0.645369,6.861616,-1.3913,1.065784,0.590468,-1.063210,0.074035,-0.505525,0.305118
7,0.834,A,5,-1.724449,6.822227,-1.613119,6.974565,-0.018928,-0.016083,-1.3630,0.000561,-1.3866,-0.002414,-0.643952,6.862139,-1.3866,0.975666,1.081234,-0.969167,0.112426,-1.080497,-0.039912
8,0.984,A,5,-1.451609,6.700071,-1.635063,6.945729,-0.020642,-0.019833,-1.3459,0.002397,-1.3814,-0.000238,-0.642439,6.862820,-1.3814,0.996081,0.825375,-0.992625,0.082909,-0.809170,-0.162749
9,1.129,A,5,-1.270281,6.858328,-1.604446,6.900154,-0.011819,-0.026643,-1.3414,0.001678,-1.3755,0.000206,-0.640827,6.863649,-1.3755,0.964310,0.629476,-0.963619,0.036506,-0.629454,-0.005320
10,1.271,A,5,-2.249438,7.784115,-1.546172,6.890179,0.001424,-0.025307,-1.3417,0.000204,-1.3692,0.001537,-0.639165,6.864619,-1.3692,0.907366,1.854306,-0.907006,0.025560,-1.610272,0.919497
