gps_x,gps_y,ekf_x,ekf_y,gt_x,gt_y,GPS ?s,EKF ?s,GT ?s,,,,,?x_gt,?y_gt,STDDEV GT
35.960803,-30.766903,34.848151,-30.633517,35.537039,-30.438572,0.801272442,0.236778358,0.285557192,,,,,0.261471,0.114786,0.285557192
36.469962,-30.148199,35.08445,-30.648576,35.79851,-30.323786,0.654429242,0.300922381,0.290770226,,,,,0.2647,0.120338,0.290770226
37.051283,-30.448771,35.369389,-30.551808,36.06321,-30.203448,0.387891251,0.339875404,0.296343024,,,,,0.267898,0.126688,0.296343024
36.671942,-30.529765,35.70816,-30.524431,36.331108,-30.07676,0.838556487,0.213193203,0.300469796,,,,,0.269436,0.13299,0.300469796
36.717592,-29.692452,35.921209,-30.516591,36.600544,-29.94377,0.699774992,0.2393491,0.306801501,,,,,0.272041,0.141848,0.306801501
36.524963,-29.019712,36.1037,-30.36172,36.872585,-29.801922,1.183447325,0.274064606,0.307023194,,,,,0.268519,0.148865,0.307023194
37.43885,-29.771615,36.218242,-30.112739,37.141104,-29.653057,0.753143597,0.26519262,0.29585958,,,,,0.259833,0.141491,0.29585958
38.176968,-29.621925,36.472731,-30.038157,37.400937,-29.511566,1.062296523,0.352284403,0.295085246,,,,,0.260089,0.139388,0.295085246
38.20639,-28.560036,36.813749,-29.949777,37.661026,-29.372178,0.298895841,0.388836452,0.283792755,,,,,0.249125,0.135923,0.283792755
38.461576,-28.71566,37.101823,-29.688612,37.910151,-29.236255,0.773443905,0.34133823,0.286735964,,,,,0.252238,0.136358,0.286735964
38.769437,-29.425193,37.38488,-29.497849,38.162389,-29.099897,0.282026208,0.290198995,0.28385508,,,,,0.24754,0.138916,0.28385508
38.702752,-29.151164,37.67334,-29.466127,38.409929,-28.960981,0.56145869,0.237641943,0.284605319,,,,,0.246296,0.142613,0.284605319
39.262236,-29.104116,37.899402,-29.392849,38.656225,-28.818368,0.273938846,0.292960169,0.279758032,,,,,0.239764,0.144145,0.279758032
38.98894,-29.122872,38.18446,-29.325265,38.895989,-28.674223,0.408777768,0.193375184,0.274879346,,,,,0.235068,0.142484,0.274879346
39.37852,-28.999071,38.370899,-29.273938,39.131057,-28.531739,0.966458924,0.230186811,0.26710276,,,,,0.228947,0.137576,0.26710276
39.476867,-28.037629,38.592307,-29.210974,39.360004,-28.394163,1.374747988,0.298250653,0.259121504,,,,,0.223183,0.131656,0.259121504
40.596745,-27.240255,38.791548,-28.989036,39.583187,-28.262507,0.699362125,0.478249933,0.252174892,,,,,0.217618,0.127415,0.252174892
40.069731,-27.699998,39.144874,-28.666726,39.800805,-28.135092,1.520324452,0.281043969,0.2966436,,,,,0.254632,0.152184,0.2966436
40.52839,-29.149487,39.351756,-28.476501,40.055437,-27.982908,2.456313485,0.277311552,0.245404187,,,,,0.208249,0.129829,0.245404187
40.486602,-26.693529,39.611755,-28.572949,40.263686,-27.853079,2.213954435,0.401973058,0.245820086,,,,,0.206435,0.133462,0.245820086
42.214105,-28.078205,39.811015,-28.223839,40.470121,-27.719617,1.726827284,0.472503681,0.197063414,,,,,0.164631,0.108308,0.197063414
40.6167,-27.422286,40.281419,-28.179344,40.634752,-27.611309,1.041109511,0.185233021,0.245376025,,,,,0.204976,0.134886,0.245376025
41.637061,-27.215471,40.388557,-28.028239,40.839728,-27.476423,0.282300577,0.311543,0.241594683,,,,,0.202371,0.131962,0.241594683
41.5567,-26.94485,40.655317,-27.86731,41.042099,-27.344461,0.699304404,0.264183649,0.235039599,,,,,0.197068,0.128093,0.235039599
41.5381,-27.643907,40.85159,-27.690477,41.239167,-27.216368,0.941472236,0.176361281,0.227268835,,,,,0.189733,0.12511,0.227268835
42.194281,-26.96878,41.02568,-27.662264,41.4289,-27.091258,0.787103154,0.288026551,0.220475864,,,,,0.182377,0.123888,0.220475864
42.60729,-27.638821,41.27838,-27.524054,41.611277,-26.96737,1.176682169,0.27811905,0.216364729,,,,,0.17722,0.124124,0.216364729
42.288214,-26.506226,41.556408,-27.53117,41.788497,-26.843246,0.951316106,0.260266248,0.215335468,,,,,0.175397,0.124921,0.215335468
43.180981,-26.177639,41.730818,-27.337987,41.963894,-26.718325,0.614677367,0.371949935,0.216369657,,,,,0.176208,0.125565,0.216369657
42.775013,-26.639178,42.031966,-27.119683,42.140102,-26.59276,0.675746745,0.202564494,0.217617261,,,,,0.177524,0.125867,0.217617261
42.117749,-26.796142,42.208732,-27.020758,42.317626,-26.466893,0.477900607,0.059285771,0.21727312,,,,,0.177065,0.125919,0.21727312
42.41267,-26.420096,42.235862,-26.968044,42.494691,-26.340974,0.715783209,0.129752604,0.214322472,,,,,0.173581,0.125713,0.214322472
42.979594,-26.857066,42.306679,-26.859321,42.668272,-26.215261,1.348643614,0.156570055,0.208990778,,,,,0.167487,0.125001,0.208990778
44.221184,-26.330479,42.462844,-26.848066,42.835759,-26.09026,0.62469982,0.362583477,0.202566099,,,,,0.160537,0.123535,0.202566099
43.598139,-26.375919,42.811291,-26.747809,42.996296,-25.966725,0.191534997,0.193411863,0.196639236,,,,,0.154643,0.12146,0.196639236
43.463951,-26.512591,42.98999,-26.673817,43.150939,-25.845265,0.70185855,0.127456896,0.192529349,,,,,0.150976,0.119473,0.192529349
44.124408,-26.2751,43.112315,-26.638014,43.301915,-25.725792,0.997224256,0.227420567,0.190980335,,,,,0.149716,0.118569,0.190980335
44.820408,-25.560929,43.328657,-26.567898,43.451631,-25.607223,1.108645433,0.353732594,0.191714399,,,,,0.150081,0.11929,0.191714399
43.92646,-24.905222,43.63095,-26.384198,43.601712,-25.487933,1.002596649,0.284651156,0.1933509,,,,,0.150723,0.121108,0.1933509
44.534392,-25.702479,43.72285,-26.11479,43.752435,-25.366825,0.362808914,0.199337571,0.194009629,,,,,0.1503,0.122677,0.194009629
44.704299,-26.023044,43.904213,-26.032068,43.902735,-25.244148,1.393994071,0.179118024,0.192173213,,,,,0.147907,0.122695,0.192173213
44.809616,-24.633034,44.083047,-26.021985,44.050642,-25.121453,0.548606766,0.302733344,0.187582273,,,,,0.143485,0.120827,0.187582273
44.546987,-25.114693,44.248905,-25.768729,44.194127,-25.000626,0.445587025,0.153970488,0.181476131,,,,,0.137853,0.118026,0.181476131
44.978631,-25.004098,44.338122,-25.643241,44.33198,-24.8826,0.600969193,0.192537093,0.210462407,,,,,0.158159,0.138853,0.210462407
44.959829,-24.403423,44.486374,-25.520392,44.490139,-24.743747,0.631346775,0.239161761,0.137625454,,,,,0.102157,0.092221,0.137625454
45.518065,-24.698332,44.60468,-25.312541,44.592296,-24.651526,0.934650489,0.229359875,0.205940991,,,,,0.1513,0.139714,0.205940991
45.310288,-25.609595,44.800187,-25.192612,44.743596,-24.511812,1.152462372,0.13932103,0.173084672,,,,,0.126743,0.117875,0.173084672
45.090139,-24.478355,44.924117,-25.256265,44.870339,-24.393937,0.754920379,0.158724002,0.174294596,,,,,0.128327,0.117944,0.174294596
44.989313,-23.730198,44.987317,-25.110666,44.998666,-24.275993,1.828097993,0.251885534,0.139147967,,,,,0.103225,0.09331,0.139147967
46.074169,-25.201602,45.01126,-24.859921,45.101891,-24.182683,1.956575863,0.227037121,0.171694434,,,,,0.127909,0.114535,0.171694434
45.029382,-23.547332,45.233103,-24.908207,45.2298,-24.068148,0.907549948,0.247162194,0.200838232,,,,,0.148763,0.134928,0.200838232
45.121095,-24.450236,45.221233,-24.66133,45.378563,-23.93322,0.432572564,0.052413043,0.163042878,,,,,0.118524,0.11196,0.163042878
45.465513,-24.711952,45.235783,-24.610977,45.497087,-23.82126,1.072213144,0.064678693,0.128398156,,,,,0.091422,0.090156,0.128398156
46.469713,-24.336155,45.299824,-24.620037,45.588509,-23.731104,1.125433446,0.237792822,0.15906786,,,,,0.111364,0.113581,0.15906786
45.556795,-23.67799,45.530657,-24.562927,45.699873,-23.617523,1.187288705,0.166078788,0.158333863,,,,,0.110277,0.113616,0.158333863
46.308308,-24.597165,45.560824,-24.399611,45.81015,-23.503907,0.598595329,0.159513596,0.189523248,,,,,0.133797,0.134229,0.189523248
45.870888,-24.188533,45.717955,-24.427078,45.943947,-23.369678,0.116096476,0.064811945,0.126072514,,,,,0.090857,0.087403,0.126072514
45.986948,-24.185623,45.763416,-24.380884,46.034804,-23.282275,0.969552938,0.077202003,0.157134698,,,,,0.115052,0.107025,0.157134698
46.343317,-23.283939,45.829391,-24.340791,46.149856,-23.17525,0.880141913,0.222309822,0.156349501,,,,,0.115318,0.105579,0.156349501
46.954007,-23.917743,45.94245,-24.149377,46.265174,-23.069671,1.296372226,0.206838851,0.155139566,,,,,0.113815,0.105425,0.155139566
45.681867,-24.167224,46.143918,-24.102548,46.378989,-22.964246,2.378705621,0.059070543,0.153452022,,,,,0.110985,0.105971,0.153452022
47.916763,-23.352681,46.085169,-24.108703,46.489974,-22.858275,0.890077248,0.371705316,0.150303075,,,,,0.107641,0.104902,0.150303075
47.106379,-23.720805,46.430577,-23.971378,46.597615,-22.753373,0.47850247,0.152710757,0.140732641,,,,,0.09851,0.100506,0.140732641
47.576457,-23.810199,46.575258,-23.922511,46.696125,-22.652867,0.372254335,0.20404454,0.149978112,,,,,0.103817,0.108238,0.149978112
47.277462,-23.588444,46.777997,-23.899466,46.799942,-22.544629,0.633838844,0.128509662,0.140715944,,,,,0.098583,0.100411,0.140715944
47.213045,-22.957887,46.892851,-23.841818,46.898525,-22.444218,0.682999897,0.179522177,0.138786158,,,,,0.099271,0.096989,0.138786158
47.369308,-23.622771,46.975578,-23.682493,46.997796,-22.347229,0.667084527,0.09572822,0.141671152,,,,,0.103573,0.096661,0.141671152
47.372477,-22.955694,47.070166,-23.667762,47.101369,-22.250568,0.378314139,0.151226263,0.13778712,,,,,0.105159,0.089033,0.13778712
47.662919,-23.198109,47.147922,-23.538057,47.206528,-22.161535,1.036803236,0.131662836,0.138410741,,,,,0.112044,0.081263,0.138410741
47.862202,-22.180638,47.262469,-23.473141,47.318572,-22.080272,0.710630784,0.26775034,0.138973533,,,,,0.115983,0.076561,0.138973533
47.752377,-22.882731,47.392363,-23.239009,47.434555,-22.003711,0.075082899,0.112681081,0.136991433,,,,,0.115936,0.072976,0.136991433
47.797596,-22.94267,47.479813,-23.167949,47.550491,-21.930735,0.652978042,0.09239679,0.135449218,,,,,0.115613,0.07057,0.135449218
47.180177,-22.730128,47.558998,-23.120337,47.666104,-21.860165,1.527407327,0.08912337,0.135253154,,,,,0.117133,0.067626,0.135253154
48.236608,-23.833272,47.513544,-23.043676,47.783237,-21.792539,2.349648807,0.198277668,0.136947961,,,,,0.121731,0.06274,0.136947961
48.264939,-21.483794,47.660489,-23.176797,47.904968,-21.729799,1.544172438,0.329875987,0.14036984,,,,,0.129123,0.055054,0.14036984
49.09595,-22.785289,47.787714,-22.872442,48.034091,-21.674745,0.774081211,0.253900661,0.144811747,,,,,0.137648,0.044983,0.144811747
48.436369,-22.380129,48.040522,-22.848912,48.171739,-21.629762,0.420213146,0.130003983,0.149213832,,,,,0.14521,0.034334,0.149213832
48.848308,-22.463107,48.133934,-22.758495,48.316949,-21.595428,0.06276925,0.161028941,0.152450757,,,,,0.150315,0.025429,0.152450757
48.892767,-22.507417,48.283389,-22.698549,48.467264,-21.569999,0.516561601,0.13758682,0.153907044,,,,,0.152622,0.019847,0.153907044
48.572871,-22.101828,48.414668,-22.657367,48.619886,-21.550152,0.967346512,0.117326417,0.154008208,,,,,0.153027,0.017357,0.154008208
49.492153,-22.402959,48.465811,-22.551774,48.772913,-21.532795,0.043998655,0.206875583,0.153862975,,,,,0.153016,0.016122,0.153862975
49.533001,-22.386609,48.669881,-22.517819,48.925929,-21.516673,0.169987198,0.179198761,0.15443126,,,,,0.153795,0.014004,0.15443126
49.418104,-22.261332,48.846531,-22.487703,49.079724,-21.502669,1.114072263,0.128830185,0.188014364,,,,,0.187728,0.010373,0.188014364
50.352968,-21.655373,48.967205,-22.442592,49.267452,-21.492296,1.520093986,0.312779955,0.161125558,,,,,0.161125,-0.000424,0.161125558
49.073496,-22.476127,49.243052,-22.295148,49.428577,-21.49272,0.046276238,0.024423653,0.167015003,,,,,0.166667,-0.010776,0.167015003
49.041915,-22.442302,49.240299,-22.319416,49.595244,-21.503496,0.717319375,0.020629565,0.173464768,,,,,0.172222,-0.020727,0.173464768
49.245702,-23.130065,49.227331,-22.33546,49.767466,-21.524223,1.52028803,0.138257712,0.142667127,,,,,0.14094,-0.022132,0.142667127
50.385212,-22.123689,49.246215,-22.472422,49.908406,-21.546355,0.297782358,0.23303776,0.181084262,,,,,0.178257,-0.031874,0.181084262
50.120113,-22.259324,49.470416,-22.408857,50.086663,-21.578229,0.797992943,0.134780015,0.18165455,,,,,0.178399,-0.034237,0.18165455
50.393915,-21.509774,49.602215,-22.380667,50.265062,-21.612466,1.041851753,0.228445368,0.180666021,,,,,0.177092,-0.035758,0.180666021
50.637394,-22.522776,49.767807,-22.223293,50.442154,-21.648224,0.435752967,0.183086641,0.179767942,,,,,0.175709,-0.037985,0.179767942
50.720955,-22.950442,49.944318,-22.27192,50.617863,-21.686209,0.297140753,0.19936947,0.18061769,,,,,0.175663,-0.042015,0.18061769
50.727439,-23.247512,50.105152,-22.389736,50.793526,-21.728224,0.797974763,0.202968923,0.184397169,,,,,0.177921,-0.04844,0.184397169
51.316865,-22.709608,50.238972,-22.542342,50.971447,-21.776664,0.627095681,0.217302338,0.190863677,,,,,0.182198,-0.056858,0.190863677
51.030846,-23.267678,50.45375,-22.575368,51.153645,-21.833522,0.286903289,0.179731695,0.198401197,,,,,0.188036,-0.063289,0.198401197
51.227576,-23.47651,50.580832,-22.702465,51.341681,-21.896811,0.519660628,0.200154352,0.195704954,,,,,0.185982,-0.060919,0.195704954
51.746646,-23.501279,50.71976,-22.846551,51.527663,-21.95773,0.634076297,0.241378613,0.19553534,,,,,0.183524,-0.067476,0.19553534
51.839983,-22.87411,50.926293,-22.971482,51.711187,-22.025206,0.940273989,0.187578596,0.190407638,,,,,0.181131,-0.058708,0.190407638
51.785514,-23.812805,51.11375,-22.964729,51.892318,-22.083914,1.05248402,0.216235023,0.186023817,,,,,0.176629,-0.05837,0.186023817
52.336008,-22.915766,51.258773,-23.125122,52.068947,-22.142284,1.034987102,0.218427538,0.182867439,,,,,0.173713,-0.057134,0.182867439
51.301025,-22.91868,51.475732,-23.099836,52.24266,-22.199418,1.645887139,0.022302976,0.181340948,,,,,0.173219,-0.053663,0.181340948
52.881435,-23.378298,51.47105,-23.07803,52.415879,-22.253081,1.34969048,0.281208529,0.180918124,,,,,0.17271,-0.053876,0.180918124
51.531759,-23.372046,51.745146,-23.140876,52.588589,-22.306957,1.847190904,0.052487279,0.181128739,,,,,0.172433,-0.055448,0.181128739
53.371103,-23.201964,51.732748,-23.191878,52.761022,-22.362405,0.266035169,0.314053379,0.180762666,,,,,0.171741,-0.056393,0.180762666
53.458139,-22.950569,52.046563,-23.204112,52.932763,-22.418798,1.23099138,0.279086975,0.179255561,,,,,0.169876,-0.057225,0.179255561
52.975116,-24.082836,52.32346,-23.169218,53.102639,-22.476023,1.841681087,0.223871754,0.17666686,,,,,0.167326,-0.056685,0.17666686
52.476034,-22.310068,52.46716,-23.340883,53.269965,-22.532708,1.12957877,0.173982076,0.173696398,,,,,0.164834,-0.054774,0.173696398
52.687333,-23.419708,52.496066,-23.169319,53.434799,-22.587482,1.17264718,0.078507197,0.171016605,,,,,0.162862,-0.052179,0.171016605
53.817614,-23.107352,52.554615,-23.22162,53.597661,-22.639661,0.870523936,0.247698567,0.202417344,,,,,0.193429,-0.059649,0.202417344
53.551177,-23.9361,52.802041,-23.210003,53.79109,-22.69931,0.666483058,0.209291214,0.133628384,,,,,0.127824,-0.038956,0.133628384
53.826498,-24.543058,52.959844,-23.347484,53.918914,-22.738266,0.689727001,0.28038617,0.165934354,,,,,0.158449,-0.049276,0.165934354
53.550735,-23.910857,53.132945,-23.568057,54.077363,-22.787542,0.605149427,0.129171189,0.165047999,,,,,0.156951,-0.051061,0.165047999
54.045977,-24.258623,53.235829,-23.64616,54.234314,-22.838603,0.593727224,0.209299464,0.197138878,,,,,0.186506,-0.063869,0.197138878
54.633133,-24.346713,53.403768,-23.771071,54.42082,-22.902472,0.212892245,0.268425026,0.163378075,,,,,0.15408,-0.05433,0.163378075
54.545854,-24.152534,53.644494,-23.889827,54.5749,-22.956802,0.103478142,0.195740875,0.129835735,,,,,0.122437,-0.043203,0.129835735
54.492186,-24.064061,53.82912,-23.954848,54.697337,-23.000005,0.169282568,0.149865648,0.1929075,,,,,0.181033,-0.066636,0.1929075
54.43243,-24.222446,53.973793,-23.993956,54.87837,-23.066641,1.386541316,0.11229364,0.127485243,,,,,0.118775,-0.046314,0.127485243
55.810218,-24.066892,54.072714,-24.047102,54.997145,-23.112955,1.809574436,0.330768176,0.164503734,,,,,0.150824,-0.065678,0.164503734
54.137024,-24.756081,54.402815,-24.0681,55.147969,-23.178633,0.601212162,0.139808839,0.158759785,,,,,0.142757,-0.069463,0.158759785
54.695649,-24.533833,54.3814,-24.206259,55.290726,-23.248096,0.37622043,0.114137373,0.161793092,,,,,0.143976,-0.07381,0.161793092
55.056578,-24.427663,54.463291,-24.285765,55.434702,-23.321906,0.708184617,0.133306039,0.16370429,,,,,0.143182,-0.07936,0.16370429
55.457776,-25.011243,54.589302,-24.329259,55.577884,-23.401266,0.696893808,0.457876217,0.165213366,,,,,0.141418,-0.085419,0.165213366
56.125045,-24.810213,55.001581,-24.528449,55.719302,-23.486685,0.447691317,0.031732125,0.166763776,,,,,0.138855,-0.092355,0.166763776
55.870116,-24.442193,55.026413,-24.548205,55.858157,-23.57904,0.347694177,0.172988734,0.169038045,,,,,0.13648,-0.099735,0.169038045
55.566418,-24.272904,55.199401,-24.548709,55.994637,-23.678775,0.337090452,0.094118368,0.171009645,,,,,0.133532,-0.106834,0.171009645
55.278072,-24.0983,55.28815,-24.517374,56.128169,-23.785609,1.045965344,0.062554557,0.173354137,,,,,0.131362,-0.113118,0.173354137
56.117025,-24.722961,55.308705,-24.458293,56.259531,-23.898727,0.541924097,0.174303451,0.175742357,,,,,0.129937,-0.118329,0.175742357
55.584187,-24.821781,55.472304,-24.518435,56.389468,-24.017056,1.413387401,0.078255903,0.177913014,,,,,0.128715,-0.122823,0.177913014
56.877416,-25.392064,55.512656,-24.585485,56.518183,-24.139879,0.636795164,0.304752921,0.179741661,,,,,0.126987,-0.127206,0.179741661
56.3546,-25.02851,55.773848,-24.742498,56.64517,-24.267085,1.42181821,0.14103418,0.181356544,,,,,0.124501,-0.13187,0.181356544
56.209053,-26.442859,55.898275,-24.808895,56.769671,-24.398955,0.806757983,0.315291089,0.183187919,,,,,0.121598,-0.13701,0.183187919
56.78576,-25.878707,55.974038,-25.114948,56.891269,-24.535965,0.168215287,0.225973152,0.185776144,,,,,0.118888,-0.142753,0.185776144
56.652856,-25.775591,56.137619,-25.270849,57.010157,-24.678718,0.961329138,0.157203698,0.189265655,,,,,0.116763,-0.148956,0.189265655
57.612485,-25.718443,56.249037,-25.38175,57.12692,-24.827674,1.596830587,0.274232806,0.193142835,,,,,0.115141,-0.15507,0.193142835
56.533203,-26.895311,56.510961,-25.462987,57.242061,-24.982744,1.038106103,0.276775484,0.196555384,,,,,0.113563,-0.160429,0.196555384
56.956972,-25.947638,56.536615,-25.738571,57.355624,-25.143173,0.479398053,0.112327977,0.198942306,,,,,0.111513,-0.164751,0.198942306
57.434076,-25.900795,56.63082,-25.799751,57.467137,-25.307924,1.106187146,0.16673011,0.200458443,,,,,0.108859,-0.168325,0.200458443
57.790968,-26.947828,56.792508,-25.840444,57.575996,-25.476249,0.938616992,0.29407095,0.201777007,,,,,0.106004,-0.171689,0.201777007
56.875154,-26.742191,56.989542,-26.058745,57.682,-25.647938,1.155543886,0.144825277,0.203605688,,,,,0.103532,-0.175318,0.203605688
57.141738,-27.866564,56.989825,-26.20357,57.785532,-25.823256,0.888955009,0.322630952,0.20634611,,,,,0.101653,-0.17957,0.20634611
57.55267,-27.07829,57.034699,-26.523065,57.887185,-26.002826,0.141266953,0.166338083,0.20989923,,,,,0.099982,-0.184557,0.20989923
57.411422,-27.080604,57.143251,-26.6491,57.987167,-26.187383,1.250062066,0.12176546,0.213698474,,,,,0.097918,-0.189945,0.213698474
57.755098,-28.282495,57.207354,-26.752626,58.085085,-26.377328,0.612448557,0.318761259,0.260808724,,,,,0.113828,-0.234658,0.260808724
58.326436,-28.503099,57.320214,-27.050739,58.198913,-26.611986,0.343715972,0.347060272,0.220075447,,,,,0.091297,-0.200245,0.220075447
58.176248,-28.193932,57.514776,-27.338135,58.29021,-26.812231,0.501111113,0.220287829,0.221996229,,,,,0.088214,-0.203717,0.221996229
57.78712,-28.509672,57.645935,-27.515121,58.378424,-27.015948,0.745682391,0.218597259,0.223884922,,,,,0.085727,-0.206822,0.223884922
58.025159,-29.21634,57.691625,-27.72889,58.464151,-27.22277,0.564742257,0.306012007,0.180627752,,,,,0.067195,-0.167664,0.180627752
57.841546,-28.68228,57.767015,-28.02547,58.531346,-27.390434,0.764280801,0.153685468,0.227907825,,,,,0.082391,-0.212494,0.227907825
57.59215,-29.404725,57.795746,-28.176446,58.613737,-27.602928,1.193080621,0.25268378,0.230474358,,,,,0.080147,-0.21609,0.230474358
58.713276,-28.996659,57.773493,-28.428148,58.693884,-27.819018,0.560352587,0.21794953,0.233248968,,,,,0.077031,-0.220162,0.233248968
58.158156,-28.92026,57.949543,-28.556633,58.770915,-28.03918,0.76040523,0.117699045,0.283797973,,,,,0.087433,-0.269994,0.283797973
57.612751,-29.450118,58.003303,-28.661337,58.858348,-28.309174,1.588497827,0.174172171,0.191625053,,,,,0.055271,-0.183481,0.191625053
59.154821,-29.83136,57.94401,-28.825106,58.913619,-28.492655,0.551901155,0.306623627,0.290963683,,,,,0.079137,-0.279995,0.290963683
59.137301,-29.279737,58.168652,-29.033802,58.992756,-28.77265,0.928256233,0.199157301,0.196146948,,,,,0.050727,-0.189474,0.196146948
58.447486,-29.900877,58.353365,-29.108265,59.043483,-28.962124,0.983681493,0.178894229,0.247256482,,,,,0.061336,-0.239528,0.247256482
58.338085,-30.878456,58.387987,-29.283777,59.104819,-29.201652,0.712267268,0.313023338,0.249107955,,,,,0.05875,-0.242081,0.249107955
58.406696,-30.169501,58.393074,-29.596759,59.163569,-29.443733,0.387324928,0.134804049,0.250668849,,,,,0.055573,-0.244431,0.250668849
58.203253,-30.499094,58.40783,-29.730753,59.219142,-29.688164,0.828007457,0.169614472,0.252436351,,,,,0.051912,-0.247041,0.252436351
58.470683,-31.282725,58.382517,-29.898468,59.271054,-29.935205,0.630644264,0.278149369,0.254863847,,,,,0.048208,-0.250263,0.254863847
58.421277,-31.911431,58.407368,-30.175505,59.319262,-30.185468,1.142450655,0.341683607,0.257953164,,,,,0.044857,-0.254023,0.257953164
59.060697,-30.964681,58.41829,-30.517014,59.364119,-30.439491,1.487912235,0.16805957,0.250192692,,,,,0.039668,-0.247028,0.250192692
59.264221,-32.438608,58.540704,-30.632161,59.403787,-30.686519,0.836903693,0.381057235,0.251041383,,,,,0.041173,-0.247642,0.251041383
58.589116,-32.93322,58.678673,-30.987364,59.44496,-30.934161,0.916595345,0.383053837,0.24932041,,,,,0.040305,-0.246041,0.24932041
58.787415,-33.828108,58.673507,-31.370383,59.485265,-31.180202,0.544796352,0.47820837,0.237078169,,,,,0.034244,-0.234592,0.237078169
58.594916,-33.318454,58.703846,-31.847628,59.519509,-31.414794,0.529999886,0.306592517,0.243126542,,,,,0.033847,-0.240759,0.243126542
58.955689,-32.930198,58.693773,-32.154055,59.553356,-31.655553,0.862984207,0.19157414,0.233599261,,,,,0.02824,-0.231886,0.233599261
59.662036,-32.4344,58.749176,-32.337443,59.581596,-31.887439,1.679863084,0.181970713,0.233894727,,,,,0.026932,-0.232339,0.233894727
58.519423,-33.665812,58.920695,-32.398226,59.608528,-32.119778,0.394867135,0.271783393,0.228336527,,,,,0.02466,-0.227001,0.228336527
58.670799,-33.301113,58.861153,-32.663407,59.633188,-32.346779,0.677961542,0.155499883,0.266628853,,,,,0.027672,-0.265189,0.266628853
58.038484,-33.545673,58.837181,-32.817048,59.66086,-32.611968,1.359728306,0.214585054,0.173180259,,,,,0.01728,-0.172316,0.173180259
59.385451,-33.359821,58.703882,-32.985209,59.67814,-32.784284,1.084486462,0.164158503,0.21156995,,,,,0.019815,-0.21064,0.21156995
60.048156,-34.218269,58.831059,-33.089007,59.697955,-32.994924,0.587129006,0.325781389,0.207211873,,,,,0.017424,-0.206478,0.207211873
59.461654,-34.191142,59.056116,-33.324555,59.715379,-33.201402,0.776188742,0.207122461,0.211576831,,,,,0.016997,-0.210893,0.211576831
58.832071,-34.645118,59.140389,-33.513758,59.732376,-33.412295,0.563531269,0.23936178,0.257851982,,,,,0.014446,-0.257447,0.257851982
59.01839,-35.176957,59.098953,-33.749506,59.746822,-33.669742,0.453617694,0.288930363,0.174940581,,,,,0.009762,-0.174668,0.174940581
59.307663,-35.526371,59.096627,-34.038427,59.756584,-33.84441,0.812440954,0.296758469,0.223769422,,,,,0.015061,-0.223262,0.223769422
60.094727,-35.3249,59.142847,-34.331564,59.771645,-34.067672,1.189090384,0.286972078,0.266284908,,,,,0.010055,-0.266095,0.266284908
59.008574,-35.80885,59.326116,-34.552393,59.7817,-34.333767,0.783506801,0.265788466,0.22293197,,,,,0.011714,-0.222624,0.22293197
59.353183,-35.105197,59.284587,-34.814917,59.793414,-34.556391,1.21356805,0.091315697,0.222241548,,,,,0.009104,-0.222055,0.222241548
58.993736,-36.264311,59.309021,-34.902903,59.802518,-34.778446,0.800144907,0.282218398,0.224841217,,,,,0.01015,-0.224612,0.224841217
59.764362,-36.479642,59.265786,-35.18179,59.812668,-35.003058,0.480182706,0.275403676,0.183287791,,,,,0.008577,-0.183087,0.183287791
60.217901,-36.321915,59.36244,-35.439676,59.821245,-35.186145,0.472742562,0.261961876,0.282374745,,,,,0.012476,-0.282099,0.282374745
59.861082,-36.011809,59.529381,-35.641554,59.833721,-35.468244,1.638505793,0.125777669,0.242278213,,,,,0.009291,-0.2421,0.242278213
59.437289,-37.59456,59.60284,-35.743651,59.843012,-35.710344,0.899925944,0.362175305,0.247273366,,,,,0.008271,-0.247135,0.247273366
59.133148,-36.747586,59.587659,-36.105508,59.851283,-35.957479,0.473225451,0.165585223,0.199979085,,,,,0.006389,-0.199877,0.199979085
59.463379,-37.08654,59.520216,-36.256736,59.857672,-36.157356,0.385417616,0.175740207,0.250891557,,,,,0.008545,-0.250746,0.250891557
59.334773,-37.449868,59.519,-36.432472,59.866217,-36.408102,1.298905688,0.219749182,0.250770137,,,,,0.009712,-0.250582,0.250770137
60.307023,-38.311196,59.499452,-36.65135,59.875929,-36.658684,1.012600541,0.358354388,0.301105003,,,,,0.012866,-0.30083,0.301105003
59.690583,-37.507852,59.651142,-36.976016,59.888795,-36.959514,0.462115626,0.140215895,0.202063845,,,,,0.008641,-0.201879,0.202063845
60.135702,-37.383675,59.671657,-37.114723,59.897436,-37.161393,1.97516126,0.125486288,0.255963039,,,,,0.010168,-0.255761,0.255963039
59.630274,-39.293074,59.765456,-37.198081,59.907604,-37.417154,0.759818547,0.406810721,0.261381643,,,,,0.00936,-0.261214,0.261381643
59.858936,-38.568479,59.753365,-37.604712,59.916964,-37.678368,1.092159483,0.210712107,0.267504112,,,,,0.009196,-0.267346,0.267504112
59.518831,-39.606333,59.782977,-37.813333,59.92616,-37.945714,0.152157331,0.357947596,0.272875941,,,,,0.009963,-0.272694,0.272875941
59.433943,-39.73261,59.746528,-38.16942,59.936123,-38.218408,0.267752624,0.321108088,0.276348312,,,,,0.011231,-0.27612,0.276348312
