gps_x,gps_y,ekf_x,ekf_y,gt_x,gt_y,GPS ?s,EKF ?s,GT ?s
28.517925,8.590571,27.463097,8.231084,28.208288,8.212022,0.374228066,0.236239124,0.190723523
28.173981,8.738047,27.690838,8.293877,28.391443,8.265217,0.357762767,0.148238807,0.190892979
28.001103,8.424826,27.816811,8.372015,28.57426,8.320154,1.145631046,0.07126917,0.189686896
29.048443,7.960553,27.887484,8.381214,28.756287,8.373514,1.973233176,0.252986718,0.186596475
29.8561,9.760925,28.128766,8.305153,28.935957,8.423882,1.071819925,0.427375664,0.182232548
29.802403,8.690451,28.471835,8.560013,29.111505,8.472786,0.676836382,0.27608698,0.177885745
29.132818,8.591641,28.746956,8.583088,29.282069,8.523296,0.340279476,0.10795703,0.174745515
29.386743,8.818163,28.854911,8.58375,29.44819,8.577516,0.592109631,0.137428316,0.173189867
28.800339,8.736162,28.986466,8.623497,29.611567,8.634985,0.314422707,0.018318852,0.172702424
28.986778,8.989346,28.988584,8.641693,29.774191,8.693119,1.552595436,0.067253992,0.172544163
30.538504,8.937394,29.019575,8.701381,29.937314,8.749354,0.684817354,0.301151028,0.172252634
29.88369,9.137877,29.318085,8.741177,30.100951,8.803149,0.391521849,0.148212039,0.171585639
30.183548,9.38962,29.449642,8.809438,30.264095,8.856306,0.865895943,0.189921534,0.170439988
30.974794,9.037902,29.610308,8.910713,30.425361,8.91147,0.650118507,0.273318088,0.168745456
30.343114,8.884167,29.882786,8.932126,30.583638,8.96998,0.826310614,0.113932901,0.166329434
30.745483,9.605893,29.996249,8.921789,30.738419,9.030876,0.447721235,0.202069964,0.163220711
30.666208,10.04654,30.159864,9.040374,30.889856,9.091768,2.007314398,0.214412993,0.160205273
31.800171,8.390207,30.280367,9.217721,31.03882,9.150721,1.353139924,0.333253929,0.158574067
30.589432,8.994441,30.579586,9.071003,31.186802,9.207704,0.862241171,0.037181342,0.159032711
31.335207,9.427199,30.612608,9.053915,31.335381,9.264411,0.253064162,0.168578292,0.160962596
31.22015,9.652595,30.769485,9.115626,31.485413,9.322715,1.181972933,0.141833732,0.162677844
32.214312,9.013297,30.877913,9.20706,31.636456,9.383131,0.171146713,0.267287356,0.162216698
32.242056,9.18218,31.142519,9.169295,31.786873,9.443868,0.447487466,0.224336917,0.151971048
31.936666,8.855099,31.366841,9.166708,31.928966,9.497764,1.15380303,0.139519798,0.154786537
33.073841,9.050277,31.492848,9.106808,32.071096,9.559066,1.033689538,0.314112602,0.150723618
32.046867,9.167914,31.806408,9.088184,32.210237,9.617009,1.316349138,0.074013846,0.152009483
33.338279,9.422924,31.880174,9.094236,32.353622,9.667483,0.6694789,0.292202077,0.160468269
32.683681,9.563293,32.168103,9.144025,32.506373,9.716648,0.842085844,0.139719235,0.161444799
31.896491,9.862359,32.290764,9.210926,32.662012,9.759554,0.32446496,0.1168319,0.165696841
32.113422,9.621074,32.250635,9.32065,32.822505,9.800754,1.529603964,0.049626557,0.167002281
33.324497,8.686737,32.251992,9.370258,32.985148,9.838662,0.742025762,0.247035495,0.166382865
32.995575,9.351878,32.465168,9.245428,33.148193,9.871822,0.257591612,0.114136664,0.166427528
32.8035,9.523519,32.578446,9.259402,33.312226,9.899952,0.457449643,0.080019018,0.168572546
33.255598,9.453751,32.647724,9.299447,33.47919,9.923184,0.688785773,0.131258326,0.173006484
33.873141,9.758819,32.776982,9.322275,33.651192,9.9418,0.61146526,0.223540448,0.17855363
34.440252,9.530182,32.987992,9.396066,33.829204,9.955697,0.794996767,0.281026219,0.183453466
34.038705,8.844048,33.268272,9.416532,34.012461,9.964185,1.465423146,0.199227369,0.186485061
34.279592,10.289537,33.43702,9.310628,34.198931,9.966555,1.342857719,0.239324872,0.187579301
34.053941,8.965774,33.606533,9.479571,34.386475,9.962916,0.700536867,0.140657852,0.187702286
34.582244,9.425826,33.711927,9.386422,34.573985,9.954422,0.625747154,0.184701056,0.188266558
33.961033,9.501035,33.896619,9.388251,34.761878,9.942568,0.031910288,0.040743712,0.190251439
33.954204,9.532206,33.934213,9.403959,34.951576,9.928067,1.573324138,0.033343496,0.193579479
35.134318,8.491687,33.961664,9.422886,35.144335,9.910263,1.356122799,0.285334126,0.197437145
34.775509,9.799481,34.191474,9.253762,35.340448,9.887435,0.15651106,0.155930617,0.20108673
34.714101,9.65552,34.318707,9.343907,35.539335,9.857773,0.964288034,0.106358445,0.204311657
35.415487,8.993773,34.412195,9.394623,35.740223,9.820527,1.288783108,0.214177547,0.207189911
35.784056,10.22873,34.61284,9.319699,35.9427,9.776587,1.173462206,0.279924253,0.209707745
36.009595,9.077146,34.844894,9.476251,36.146698,9.727985,0.245043027,0.243807235,0.211764647
35.950341,8.839375,35.077515,9.403248,36.352147,9.676653,0.89599363,0.209727393,0.213367378
36.846295,8.847802,35.259671,9.299302,36.558715,9.623218,1.29918041,0.32122747,0.213971551
37.550096,9.939834,35.569149,9.213218,36.765095,9.566728,1.015182337,0.401652316,0.213667252
36.725674,10.532222,35.951844,9.335157,36.969796,9.505481,0.617576237,0.270223151,0.215988132
36.656999,9.918476,36.123779,9.543625,37.175017,9.438137,0.503307589,0.144675555,0.219021404
37.130944,9.749081,36.252344,9.609973,37.381192,9.36423,0.917639326,0.190450889,0.222561658
37.587215,8.952916,36.441104,9.635295,37.588947,9.284408,0.490145915,0.265327103,0.226148853
37.626301,8.464331,36.677289,9.514402,37.798739,9.199965,0.316668997,0.270708478,0.22912957
37.310907,8.492719,36.872139,9.326475,38.010355,9.112107,0.998503619,0.194340671,0.231157929
37.656892,9.429364,36.988876,9.171102,38.222879,9.021181,1.344479256,0.154669638,0.232117103
38.826833,8.766897,37.138961,9.208481,38.434939,8.926794,1.29201333,0.341816495,0.232637477
38.513978,7.513334,37.469816,9.122612,38.645704,8.828314,0.562381238,0.368611593,0.233828293
38.864645,7.952999,37.690232,8.827161,38.855657,8.72538,0.377972954,0.295983058,0.236535952
39.182399,8.157684,37.932952,8.657771,39.066433,8.618036,0.311466946,0.267431381,0.240662505
39.478472,8.060976,38.180715,8.557108,39.279598,8.506326,1.05703873,0.283932441,0.245122092
38.425799,8.156947,38.445047,8.453444,39.495469,8.390203,1.519941439,0.081874539,0.248686915
39.618628,7.214938,38.48389,8.38137,39.712936,8.269566,1.192118855,0.315901209,0.250774432
39.708914,8.403633,38.710979,8.16177,39.930316,8.144531,1.478116516,0.217393829,0.25175868
40.051922,6.965866,38.927375,8.182575,40.146559,8.015607,1.002270719,0.321672935,0.252532513
40.753463,7.681678,39.15346,7.953754,40.361809,7.883546,0.556024787,0.33206691,0.253820733
40.27181,7.95948,39.477848,7.882755,40.577054,7.74903,0.526758756,0.177381416,0.255975243
40.076524,7.470258,39.65516,7.877793,40.79336,7.612154,0.658028004,0.141812337,0.258922319
40.709892,7.291804,39.765421,7.788612,41.011205,7.47221,0.371571047,0.227074501,0.262242853
40.484301,6.996552,39.966747,7.683585,41.230274,7.328057,0.551235522,0.187317241,0.265404659
40.777349,7.463439,40.092162,7.544449,41.449799,7.178898,1.362803139,0.157224875,0.260473946
41.237731,6.180754,40.246092,7.51243,41.661986,7.027824,0.768803808,0.327506759,0.255567674
41.980276,5.98154,40.453909,7.259304,41.871338,6.881241,0.369859556,0.391013289,0.257076371
41.889272,5.623051,40.757232,7.012552,42.081959,6.73384,1.26639077,0.35754886,0.242980743
42.149812,4.383751,40.99282,6.743592,42.279843,6.592838,1.557041706,0.505427108,0.24859824
42.192552,5.940206,41.233635,6.299222,42.483264,6.449936,0.568994137,0.226727982,0.240608161
42.593439,5.536419,41.440104,6.205541,42.678413,6.309191,0.811425603,0.282431634,0.240996836
41.823707,5.793176,41.681304,6.058605,42.872646,6.166527,1.406484351,0.096872954,0.235718718
43.219854,5.963387,41.743439,5.984284,43.060747,6.024466,1.354933233,0.298243057,0.231115546
42.377166,4.902387,42.04031,5.955709,43.24422,5.883924,0.91850351,0.230570365,0.225862649
43.287948,4.783539,42.136597,5.746206,43.423443,5.746472,0.683175549,0.308376592,0.220549391
42.738467,5.189494,42.376098,5.55195,43.598764,5.612664,1.461993724,0.133272622,0.215803709
44.159444,5.533369,42.476272,5.464048,43.77021,5.481601,0.769533573,0.333602766,0.212000282
43.401109,5.664174,42.80975,5.454925,43.937593,5.351497,0.958127999,0.143247169,0.209285354
44.09354,5.001944,42.951743,5.473839,44.100961,5.220687,0.661123638,0.25860029,0.207455752
44.160539,4.344224,43.19069,5.374953,44.260888,5.088546,0.873440177,0.28786965,0.205857593
44.642421,5.072707,43.400111,5.177439,44.418195,4.955761,1.194293065,0.260302846,0.203638906
44.258911,3.941665,43.658214,5.143669,44.573281,4.823787,0.819536992,0.269408642,0.20023239
44.500082,4.724913,43.803515,4.916802,44.725652,4.693879,0.391914696,0.168433231,0.195738458
44.629328,5.094903,43.964693,4.8679,44.874108,4.566308,1.7496227,0.157073339,0.190915416
45.049368,3.396449,44.119341,4.895396,45.017546,4.440315,0.117126495,0.34191388,0.186727937
45.084201,3.284622,44.320735,4.619089,45.155776,4.314777,0.399312124,0.30657803,0.183779465
45.456342,3.429402,44.496189,4.367681,45.289748,4.188974,0.728529504,0.272848423,0.182075188
45.77228,4.085861,44.700702,4.187069,45.421085,4.062871,1.179966618,0.221527105,0.181129635
45.064465,3.141764,44.920155,4.156826,45.551171,3.936833,0.616088287,0.207820991,0.180237763
45.078864,3.757684,44.989822,3.96103,45.680344,3.811135,0.978482485,0.071566604,0.178779147
45.502414,4.639746,45.040779,3.910779,45.807755,3.685722,1.8559247,0.160494973,0.176485162
45.696361,2.793983,45.148426,4.02982,45.931966,3.560348,0.157953201,0.266065055,0.173510647
45.631703,2.938096,45.283929,3.800845,46.051888,3.43495,0.226612227,0.186848049,0.170265215
45.598523,2.713926,45.375475,3.63796,46.167415,3.309875,1.039720662,0.188379409,0.167194842
46.63311,2.610733,45.445076,3.46291,46.279349,3.185678,0.164058108,0.283072784,0.16474815
46.470109,2.592139,45.678449,3.3027,46.388883,3.062616,0.345222112,0.225804169,0.163344428
46.133261,2.667715,45.855183,3.162156,46.497092,2.940255,0.401216274,0.128412196,0.163075178
46.241633,2.281412,45.935759,3.06217,46.604604,2.817639,1.057497823,0.172265167,0.163464665
46.537073,3.296802,46.020004,2.91191,46.711495,2.693966,1.019857093,0.128472134,0.163619492
46.858424,2.328896,46.134396,2.970387,46.817383,2.56923,0.150890368,0.203385146,0.162716239
46.897391,2.183124,46.295865,2.846721,46.921657,2.444316,0.445289241,0.185079456,0.160549282
46.608177,1.844542,46.431257,2.720533,47.023758,2.320415,0.707147425,0.174974834,0.157709734
46.748367,2.537654,46.491279,2.556175,47.123411,2.198179,0.27847993,0.073610035,0.155246412
46.912846,2.762371,46.563732,2.543175,47.220779,2.077262,0.350431658,0.092745636,0.154055185
47.262792,2.780814,46.651074,2.57437,47.316547,1.956591,1.146931386,0.136564251,0.154322298
47.500041,1.658689,46.783921,2.606016,47.411825,1.835193,0.771319199,0.22863785,0.155347731
47.722489,0.920143,46.935741,2.43506,47.507714,1.712971,1.019842282,0.319639531,0.156029194
46.795785,1.345934,47.101206,2.161581,47.604751,1.590787,1.098136615,0.155655547,0.155635071
47.496447,2.191497,47.073589,2.008395,47.702656,1.469804,1.053755991,0.101176897,0.154244495
48.255115,1.46018,47.172018,2.031815,47.800562,1.350616,0.60178891,0.240970314,0.15260348
48.366367,2.051596,47.387558,1.924069,47.897588,1.232829,0.573206857,0.19937867,0.151493514
48.482988,1.490378,47.586243,1.940686,47.993345,1.115437,0.542619574,0.203438302,0.151185958
48.10829,1.097902,47.771733,1.857136,48.088106,0.997634,0.436511888,0.163557724,0.151336436
47.701076,0.940678,47.85885,1.71871,48.182655,0.879468,1.680376635,0.141842683,0.151356673
49.119861,1.841075,47.852292,1.577019,48.277917,0.76185,1.164846501,0.25607942,0.150943447
49.226543,0.681124,48.105161,1.617441,48.374563,0.645904,1.0194051,0.281482242,0.150268449
48.274089,0.317781,48.330568,1.448847,48.472803,0.532196,0.65886882,0.20593274,0.149739755
48.509434,0.933184,48.34898,1.243739,48.572425,0.420404,0.369594075,0.077999698,0.149579401
48.738968,1.222863,48.398368,1.183367,48.672958,0.309647,0.831566374,0.088833,0.149629609
49.245385,0.563284,48.487201,1.183367,48.774434,0.199685,0.242104242,0.195055339,0.147387159
49.0426,0.431024,48.645376,1.06923,48.879761,0.096587,0.306363281,0.147344774,0.150940206
48.767591,0.296011,48.735363,0.952556,48.991223,-0.005193,1.077292228,0.1276805,0.147388513
49.035008,1.339585,48.769077,0.829407,49.104844,-0.099074,0.559335689,0.106739109,0.145147978
49.029544,0.780276,48.833656,0.914394,49.221392,-0.185587,0.917314825,0.061283021,0.149432786
49.098981,-0.134407,48.888677,0.887407,49.343667,-0.271488,0.542466285,0.192104063,0.146046275
49.399853,0.316975,48.945438,0.70388,49.468106,-0.347937,0.408027848,0.128266388,0.14875053
49.075174,0.069851,49.04942,0.62878,49.597984,-0.420452,0.757646174,0.107097632,0.148771857
49.780469,-0.206892,49.072478,0.524194,49.731987,-0.485076,0.239481792,0.197873705,0.149367532
49.54125,-0.218108,49.216258,0.388248,49.870269,-0.541545,0.619460665,0.139187151,0.15043746
50.143812,-0.361811,49.29395,0.272762,50.012604,-0.59025,0.647287186,0.207813615,0.15186715
49.860816,0.220335,49.463249,0.152245,50.158558,-0.632215,1.202065648,0.090915548,0.153246461
50.721273,-0.619055,49.554105,0.155535,50.307476,-0.66838,0.601984213,0.269559746,0.154202435
50.1223,-0.558919,49.781636,0.010994,50.458584,-0.699117,0.313217722,0.13755065,0.154668213
50.353382,-0.770358,49.864736,-0.098617,50.6112,-0.724229,0.788140152,0.16824799,0.155020411
49.725715,-0.293704,49.973567,-0.226926,50.765053,-0.743218,1.445332075,0.031262839,0.155922042
51.14049,0.001925,49.95129,-0.24886,50.920487,-0.755545,0.54485998,0.233164233,0.157844602
50.641101,0.219831,50.181658,-0.212858,51.078243,-0.760833,0.516932354,0.124773236,0.160649503
51.019494,-0.132359,50.284588,-0.142333,51.238882,-0.758996,0.447622452,0.151552211,0.16365041
50.572002,-0.143165,50.436127,-0.144334,51.402298,-0.75024,0.374810837,0.045627179,0.166077356
50.745399,-0.475455,50.481668,-0.147137,51.567669,-0.734939,0.78095622,0.090327447,0.167591746
51.15892,0.187035,50.548492,-0.207912,51.733886,-0.713517,0.44974146,0.144192514,0.168449389
51.54884,-0.037085,50.675963,-0.140513,51.900142,-0.686422,0.168405803,0.175339188,0.169286696
51.65742,-0.165813,50.850413,-0.122877,52.066308,-0.654067,1.182870336,0.16412229,0.170742225
52.644148,0.486529,51.014362,-0.130417,52.232895,-0.616628,0.904569896,0.330060972,0.17313632
52.033403,-0.180732,51.32544,-0.020096,52.400657,-0.573825,0.275021376,0.152786543,0.175987495
51.760888,-0.143687,51.476092,-0.045546,52.570944,-0.529396,0.792104532,0.076850098,0.170916163
52.446977,-0.539555,51.551526,-0.060231,52.73706,-0.489174,0.896636776,0.200641096,0.172900558
51.864938,0.142492,51.734304,-0.14299,52.902542,-0.439071,1.218513793,0.070334316,0.169730202
53.038541,0.47026,51.781773,-0.09109,53.067256,-0.398112,0.754176739,0.261194546,0.169627121
53.79166,0.430331,52.022423,0.010449,53.230102,-0.35063,1.185571933,0.352762069,0.16894761
53.614694,1.602621,52.365907,0.090822,53.390224,-0.296739,0.868795679,0.371976942,0.175555095
53.010122,0.978683,52.615763,0.366392,53.556146,-0.239385,0.976150291,0.156218437,0.17693237
53.029697,0.002729,52.714971,0.487065,53.721174,-0.175582,1.040416101,0.110958613,0.177478929
53.817902,0.681845,52.798522,0.414051,53.885485,-0.108495,0.288922621,0.209175619,0.177028366
54.044173,0.861505,53.000009,0.470242,54.048757,-0.040075,1.144926731,0.232337295,0.176114276
54.556193,1.885562,53.217096,0.55303,54.209983,0.030794,0.594219806,0.364123708,0.171083171
54.19503,1.413695,53.482662,0.80215,54.364436,0.104372,0.456005273,0.192597614,0.166902772
54.341222,0.981759,53.632432,0.92324,54.516262,0.173693,0.379547181,0.162429698,0.173315838
53.965898,0.925297,53.792035,0.953411,54.672308,0.249112,1.206865558,0.060100282,0.168631136
54.256238,2.096718,53.851189,0.964034,54.821905,0.32694,0.436773494,0.236941434,0.173681569
54.003216,1.740697,53.949147,1.179778,54.974014,0.410774,1.465044122,0.121666225,0.172037826
55.369127,1.210941,53.983475,1.296501,55.12216,0.498237,1.494431586,0.269094629,0.167487333
54.156816,2.084799,54.252561,1.298656,55.264835,0.585963,1.3321881,0.155496426,0.162184038
55.423451,1.672051,54.26059,1.453945,55.403111,0.670718,0.463574447,0.235911296,0.155169301
55.866257,1.53485,54.489894,1.509387,55.536636,0.749766,1.073595722,0.270050079,0.149805977
55.091504,2.278063,54.759184,1.529634,55.666852,0.823831,1.182138314,0.170636226,0.146812467
55.386715,1.133379,54.845226,1.676989,55.794731,0.895948,0.822413221,0.146710392,0.145731322
55.924357,1.755717,54.967151,1.595391,55.920157,0.97015,0.428091907,0.199505111,0.146371262
55.929245,2.183781,55.162594,1.635445,56.043019,1.049708,0.889375522,0.195377666,0.147928735
