sample,timestamp_s,lintasan,run_ke,gps_x,gps_y,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw_deg,ekf_yaw_rate,imu_yaw_deg,imu_yaw_rate_rads,gt_x,gt_y,gt_yaw_deg,error_ekf_m,error_gps_m,error_ekf_x,error_ekf_y,error_gps_x,error_gps_y
1,0,A,2,-0.565285,7.266203,-0.011326,7.513556,0.057137,0.014086,-0.0256,0.001999,-0.0459,-0.008854,0.287546,6.893048,-0.0413,0.688734,0.930895,-0.298872,0.620508,-0.852831,0.373155
2,0.078,A,2,0.656227,8.609187,-0.104443,7.470874,0.031623,0.003777,-0.0561,-0.003851,-0.0642,-0.006877,0.372322,6.893274,-0.0582,0.748951,1.739241,-0.476765,0.5776,0.283905,1.715913
3,0.296,A,2,0.568594,6.655632,0.032855,7.672946,0.057214,0.045509,-0.0877,-0.005663,-0.1103,0.000887,0.481228,6.888303,-0.1027,0.903717,0.248533,-0.448373,0.784644,0.087366,-0.232671
4,0.457,A,2,-0.015221,6.911569,0.133161,7.496638,0.071673,0.003176,-0.1271,-0.00604,-0.1487,-0.001565,0.589478,6.884121,-0.1441,0.763808,0.605322,-0.456317,0.612517,-0.604699,0.027447
5,0.602,A,2,1.113103,7.927343,0.114692,7.392857,0.058105,-0.018318,-0.1425,-0.002196,-0.16,0.004255,0.696627,6.886449,-0.1603,0.771425,1.121121,-0.581935,0.506408,0.416476,1.040894
6,0.797,A,2,0.040005,8.64362,0.298314,7.48621,0.088545,0.002792,-0.1299,0.001223,-0.1428,-0.010825,0.82561,6.898929,-0.1418,0.789265,1.913406,-0.527296,0.587281,-0.785606,1.744691
7,1.034,A,2,1.406817,8.002381,0.260461,7.692603,0.070539,0.044755,-0.1099,0.003284,-0.1171,-0.003711,0.937321,6.911656,-0.1164,1.03345,1.18748,-0.67686,0.780947,0.469496,1.090725
8,1.239,A,2,1.530802,7.789503,0.471203,7.752003,0.105093,0.051703,-0.115,0.000008,-0.1141,-0.005985,1.033327,6.918192,-0.1122,1.005596,1.003327,-0.562124,0.83381,0.497475,0.871311
9,1.505,A,2,1.090563,6.916784,0.667124,7.762641,0.135966,0.049142,-0.1341,-0.002328,-0.145,-0.008883,1.165057,6.919567,-0.1383,0.979138,0.074546,-0.497933,0.843074,-0.074494,-0.002783
10,1.701,A,2,1.353665,6.383641,0.757535,7.617516,0.135703,0.012969,-0.1922,-0.006919,-0.1913,-0.005755,1.310249,6.916197,-0.1842,0.89294,0.534323,-0.552714,0.701319,0.043416,-0.532556
11,1.884,A,2,1.499747,7.228622,0.876658,7.399132,0.144302,-0.032814,-0.2262,-0.005704,-0.2213,-0.0024,1.465718,6.914348,-0.2186,0.762894,0.316111,-0.58906,0.484784,0.034029,0.314275
